Conversation/DEBUG_FaceAnimTest/Group00001=Kerrigan /// Kerrigan
Conversation/DEBUG_FaceAnimTest/Group00002=Izsha /// Izsha
Conversation/DEBUG_FaceAnimTest/Group00003=Zagara /// Zagara
Conversation/DEBUG_FaceAnimTest/Group00004=Stukov /// Stukov
Conversation/DEBUG_FaceAnimTest/Group00005=Valerian /// Valerian
Conversation/DEBUG_FaceAnimTest/Group00006=Dehaka /// Dehaka
Conversation/DEBUG_FaceAnimTest/Group00007=Lasarra /// Lasarra
Conversation/DEBUG_FaceAnimTest/Group00008=Verseuchte Kerrigan /// Kerrigan Infested
Conversation/zSM_PrimalZergAdvisor/Line00148=Hier gibt es keine Essenz. Ich kann nicht sammeln, was es nicht gibt. /// There will be no essence here. I cannot collect if there is none.
Conversation/zSM_PrimalZergAdvisor/Line00149=Wir sind hier, weil unsere Königin es befiehlt. Wage es nicht, sie in Frage zu stellen. /// We are here because our queen orders it. Do not dare question!
Conversation/zSM_PrimalZergAdvisor/Line00150=Ich folge, um Essenz zu sammeln. /// I follow for essence.
Conversation/zSM_PrimalZergAdvisor/Line00151=Du musst Gehorsam lernen, Urzerg! /// You must learn obedience, primal!
Conversation/zSM_PrimalZergAdvisor/Line00152=Ja, komm zu mir. Dann werde ich mir deine Essenz einverleiben. /// Yes, come to me. I will collect your essence now.
Conversation/zSM_PrimalZergAdvisor/Line00153=Genug! Zagara, sprich nicht für mich. Dehaka, von meinem Schwarm wird nichts gesammelt. /// Enough! Zagara, do not speak for me. Dehaka, do not collect from my Swarm.
Conversation/zSM_PrimalZergAdvisor/Line00154=Dieser Ort besteht aus Stein und Metall. Warum? /// This place of metal and stone. Why?
Conversation/zSM_PrimalZergAdvisor/Line00155=Bist du nicht beeindruckt? Die Urzerg haben nie so etwas Beeindruckendes erbaut. /// You're not impressed? The primal zerg never built anything this impressive.
Conversation/zSM_PrimalZergAdvisor/Line00156=Das würden wir nie. /// We never would.
Conversation/zSM_PrimalZergAdvisor/Line00157=Und darauf bist du stolz? Die Fähigkeit, Werkzeuge zu entwerfen, ist ein Zeichen von Zivilisation. Selbst der Schwarm benutzt lebende Werkzeuge. /// And you're proud of that? The ability to create tools is a sign of civilization. Even the Swarm uses living tools.
Conversation/zSM_PrimalZergAdvisor/Line00158=Ich brauche keine Mauern, ich entwickle einen Panzer. Ich brauche keine Waffen, ich entwickle Klauen. /// I do not need a wall, I will evolve armor. I do not need a weapon, I will evolve claws.
Conversation/zSM_PrimalZergAdvisor/Line00159=Gebaute Werkzeuge können besser sein als dein Panzer oder deine Klauen. /// If someone builds tools, they might build a better one than your armor and claws.
Conversation/zSM_PrimalZergAdvisor/Line00160=Werkzeuge bleiben gleich. Ich sammle. Ich entwickle mich. /// Their tools stay the same. [Serious]I collect. I change.[/Serious]
Conversation/zSM_PrimalZergAdvisor/Line00161=Die Hybriden. Ihre Essenz ist stark. Aber ich kann sie nicht sammeln. /// The hybrid. Their essence is strong, but I cannot collect it.
Conversation/zSM_PrimalZergAdvisor/Line00162=Narud hat sie erschaffen. Glaubst du, er wird dir mehr Essenz beschaffen, wenn du ihm folgst? /// Narud created them. [Serious]Do you think he will bring you more essence if you follow him?[/Serious]
Conversation/zSM_PrimalZergAdvisor/Line00163=Er dient einem Meister, der alle Essenz verschlingen wird. /// That one serves a master who will devour all essence.
Conversation/zSM_PrimalZergAdvisor/Line00164=Du sprichst von Amon? Ich ... glaube, er ist tot. Und ich werde sicherstellen, dass das auch so bleibt. /// [Surprise 60]You're talking about Amon?[/Surprise] [Serious]I... think[/Serious] he is dead. And I am going to make sure [Angry 70]he stays that way.[/Angry]
Conversation/zSM_PrimalZergAdvisor/Line00165=Sollte er leben, wird alle Essenz verloren sein. Entwicklung wird nicht mehr möglich sein. Ich werde kämpfen. /// If that one lives, all essence will be collected. Change will stop. I will fight.
Conversation/zSM_PrimalZergAdvisor/Line00167=Die Terraner ahnen nicht, dass du an meiner Seite kämpfst. Sie wissen nichts von den Urzerg. /// The terrans have no idea you're with me. [Serious]They don't know about the primal zerg.[/Serious]
Conversation/zSM_PrimalZergAdvisor/Line00168=Wir werden ihre Essenzen sammeln. /// We will collect them.
Conversation/zSM_PrimalZergAdvisor/Line00169=Du wirst sie überraschen. Sie haben unsere psionische Verbindung schon immer gegen uns eingesetzt. /// You will [Surprise 50]surprise them.[/Surprise] They have always used our psionic connection against us.
Conversation/zSM_PrimalZergAdvisor/Line00170=Die Urzerg haben diese Verbindung nicht. Die Urzerg brauchen sie nicht. /// The primal zerg do not have this connection. The primal zerg do not need this.
Conversation/zSM_PrimalZergAdvisor/Line00171=Exakt. /// Exactly.
Conversation/zSM_PrimalZergAdvisor/Line00172=Wenn ich dir folge, kann ich viel Essenz sammeln. /// I collect much essence from following.
Conversation/zSM_PrimalZergAdvisor/Line00173=Du hast mir gut gedient, Dehaka. /// You've served me well, Dehaka.
Conversation/zSM_PrimalZergAdvisor/Line00174=Die Essenz fließt noch. Ich entwickle mich noch. Ich folge noch. /// The essence still flows. I still change. I still follow.
Conversation/zSM_PrimalZergAdvisor/Line00175=Mehr gibt es nicht zu sagen. Nun ist es Zeit, zu handeln. /// That's all there is to say. Now it's time for action.
Conversation/zSM_PrimalZergAdvisor/Line00176=Ich bin froh, das zu hören. Ich brauche dich noch in meinem Schwarm. /// [Happy 75]I'm glad to hear it.[/Happy] I still need you in my Swarm.
Conversation/zSM_PrimalZergAdvisor/Line00177=Bist du nicht beeindruckt? Die Urzerg könnten so etwas nicht bauen. /// [Surprise 50]You're not impressed?[/Surprise] The primal zerg couldn't build something like this.
Conversation/zSM_PrimalZergAdvisor/Line00178=Mit Werkzeugen kann man etwas schaffen, das stärker ist als dein Panzer oder deine Klauen. /// The toolmakers might create [Serious]something stronger[/Serious] than your armor and claws.
Conversation/zSM_ProtossPrisoner/Comment00007=Kerrigan geht. /// Kerrigan walks away.
Conversation/zSM_ProtossPrisoner/Group00001=Storymodus: Protossgefangene /// SM Protoss Prisoner
Conversation/zSM_ProtossPrisoner/Group00002=Vor Expedition03 /// Before Expedition03
Conversation/zSM_ProtossPrisoner/Group00003=Vor Expedition02 /// Before Expedition02
Conversation/zSM_ProtossPrisoner/Line00002=Ihr müsst das nicht tun. /// You do not have to do this.
Conversation/zSM_ProtossPrisoner/Line00003=Ihr könntet gehen. Verlasst diesen Mond bevor die Goldene Armada eintrifft. /// You could leave. Be away from this moon before the Golden Armada arrives.
Conversation/zSM_ProtossPrisoner/Line00004=Ich kann nicht weglaufen. Das weiß ich jetzt. Meine Feinde werden mich auf ewig verfolgen. Mir bleibt nur der Kampf. /// I can't run. [Serious]I know that[/Serious] now. My enemies will [Serious]never stop[/Serious] coming for me. [Serious]All I can do is fight.[/Serious]
Conversation/zSM_ProtossPrisoner/Line00005=Ich kann nur kämpfen. /// All I can do is fight.
Conversation/zSM_ProtossPrisoner/Line00006=Es wird niemals Frieden geben. /// Then there will never be peace.
Conversation/zSM_ProtossPrisoner/Line00007=(Bitteres Lachen) Frieden? /// (Bitter laugh) Peace?
Conversation/zSM_ProtossPrisoner/Line00008=Der Schwarm flieht nicht. Schwäche führt zum Tod. Mir bleibt nur der Kampf. /// The Swarm [Serious]does not run.[/Serious] Weakness ends in death.[Serious] All I can do is fight.[/Serious]
Conversation/zSM_ProtossPrisoner/Line00010=Was machen eure Leute hier? /// What are your people doing here?
Conversation/zSM_ProtossPrisoner/Line00013=Ich kann nur kämpfen. /// All I can do is fight.
Conversation/zSM_ProtossPrisoner/Line00014=(Bitteres Lachen) Frieden? /// (Bitter laugh) Peace?
Conversation/zSM_ProtossPrisoner/Line00015=Was machen eure Leute hier? /// What are your people doing here?
Conversation/zSM_ProtossPrisoner/Line00016=Wir erforschen diesen Mond. Ob die Rotation verändert, sein Klima verbessert werden kann. /// We study this moon to see if its rotation can be altered, its climate improved.
Conversation/zSM_ProtossPrisoner/Line00017=Versteht Ihr nicht? Wir sind nur Kolonisten und Ihr tötet uns. /// Do you understand? We are only colonists, and you are killing us.
Conversation/zSM_ProtossPrisoner/Line00023=Dann tötet mich. /// Kill me then!
Conversation/zSM_ProtossPrisoner/Line00026=Ja. Und wenn ich dich leben lasse, rufst du die Goldene Armada und sie werden mich töten. /// Yes. And if I let you live, you'll call your Golden Armada, and they will kill me.
Conversation/zSM_ProtossPrisoner/Line00027=Tausende töten, um Euch selbst zu retten? Wie könnt Ihr das rechtfertigen? /// Kill thousands to save yourself? Is that how you justify this?
Conversation/zSM_ProtossPrisoner/Line00028=Ich rechtfertige nichts. Es gibt kein richtig oder falsch. Deine Leute haben Milliarden von Zerg getötet. /// I justify nothing. There is no moral high ground here. Your people have killed billions of zerg.
Conversation/zSM_ProtossPrisoner/Line00029=Unser aller Hände sind von Blut bedeckt. Vielleicht klebt an meinen mehr als an deinen, aber letzten Endes sind wir beide Mörder. /// We are all covered in blood. There may be more on my hands than yours, but in the end we are both killers.
Conversation/zSM_ProtossPrisoner/Line00030=Ja. Und wenn ich dich leben lasse, rufst du die Goldene Armada und sie werden mich töten. /// Yes. And if I let you live, you'll call your Golden Armada, and they will kill me.
Conversation/zSM_ProtossPrisoner/Line00031=Ich rechtfertige nichts. Es gibt kein richtig oder falsch. Deine Leute haben Milliarden von Zerg getötet. /// I justify nothing. There is no moral high ground here. Your people have killed billions of zerg.
Conversation/zSM_ProtossPrisoner/Line00032=Unser aller Hände sind von Blut bedeckt. Vielleicht klebt an meinen mehr als an deinen, aber letzten Endes sind wir beide Mörder. /// We are all covered in blood. There may be more on my hands than yours, but in the end we are both killers.
Conversation/zSM_RogueQueen/Comment00001=Erklärung von Zagaras Gesprächsanzahl: /// Explanation of Zagara Talk times:
Conversation/zSM_RogueQueen/Comment00002=0 = Handlung nicht begonnen. 1 = Erste Instanz der Handlung abgespielt. (Handlung kann nun, wenn nötig, bis zum Endpunkt springen.) 2 = Zweite Instanz der Handlung abgespielt. /// 0 = Plot not Started. 1 = First installment of Plot completed (Plot can now jump directly to final stage if necessary.) 2 = Second installment of Plot completed.
Conversation/zSM_RogueQueen/Comment00003=Kerrigans Augen glühen und man hört etwas in Zagara laut knacken. /// Kerrigan's eyes glow, and we hear something inside Zagara CRACK.
Conversation/zSM_RogueQueen/Comment00004=Kerrigan wendet sich ab und geht von Zagara fort. /// Kerrigan turns and walks away from Zagara.
Conversation/zSM_RogueQueen/Comment00005=Kerrigan trifft Zagara mit einem Schlag. /// Kerrigan zaps Zagara.
Conversation/zSM_RogueQueen/Comment00008=Kerrigan wendet sich ab und geht von Zagara fort. /// Kerrigan turns and walks away from Zagara.
Conversation/zSM_RogueQueen/Comment00009=Kerrigan tritt auf Zagara zu. Zagara mustert sie vorsichtig, angespannt und bereit zur Flucht. /// Kerrigan walks up to Zagara. Zagara eyes her warily, tense and ready to spring.
Conversation/zSM_RogueQueen/Comment00010=Zagara tritt einen Schritt zurück. /// Zagara takes a step back.
Conversation/zSM_RogueQueen/Comment00012=Kerrigan trifft Zagara mit einem Schlag. /// Kerrigan zaps Zagara.
Conversation/zSM_RogueQueen/Group00001=Haupt /// Main
Conversation/zSM_RogueQueen/Group00002=Irgendwann vor Char02, Zagaras Handlung nicht begonnen /// Before Char02, Zagara plot not started
Conversation/zSM_RogueQueen/Group00003=Vor Char03 /// Before Char03
Conversation/zSM_RogueQueen/Group00004=Nach Char03 /// After Char03
Conversation/zSM_RogueQueen/Group00005=Vor Korhal01 /// Before Korhal01
Conversation/zSM_RogueQueen/Group00006=Vor Korhal02 /// Before Korhal02
Conversation/zSM_RogueQueen/Group00007=Vor Korhal03 /// Before Korhal03
Conversation/zSM_RogueQueen/Group00008=Char /// Char
Conversation/zSM_RogueQueen/Group00009=Korhal /// Korhal
Conversation/zSM_RogueQueen/Group00010=Zerus /// Zerus
Conversation/zSM_RogueQueen/Group00011=Expedition /// Expedition
Conversation/zSM_RogueQueen/Group00012=Hybrid /// Hybrid
Conversation/zSM_RogueQueen/Group00013=Raum /// Space
Conversation/zSM_RogueQueen/Group00014=Vor Zerus01 /// Before Zerus01
Conversation/zSM_RogueQueen/Group00015=Vor Zerus02 /// Before Zerus03
Conversation/zSM_RogueQueen/Group00016=Vor Expedition02 /// Before Expedition02
Conversation/zSM_RogueQueen/Group00017=Vor Expedition01 /// Before Expedition01
Conversation/zSM_RogueQueen/Group00018=Vor Hybrid01 /// Before Hybrid01
Conversation/zSM_RogueQueen/Group00019=Vor Hybrid02 /// Before Hybrid02
Conversation/zSM_RogueQueen/Group00020=Vor Hybrid03 /// Before Hybrid03
Conversation/zSM_RogueQueen/Group00021=Gewalttätige Version /// Violent version
Conversation/zSM_RogueQueen/Group00022=Handlung aktiv /// Plot Active
Conversation/zSM_RogueQueen/Group00023=Gewalttätige Version /// Violent Version
Conversation/zSM_RogueQueen/Group00024=Der Spieler war noch nicht in der Evolutionsgrube: /// Player has not been to Evo Pit:
Conversation/zSM_RogueQueen/Group00025=Handlung nicht aktiv /// Plot not-active
Conversation/zSM_RogueQueen/Group00026=Handlungshöhepunkt /// Plot Climax
Conversation/zSM_RogueQueen/Group00027=Handlung nicht aktiv /// Plot not active
Conversation/zSM_RogueQueen/Group00028=VERALTET /// OBSOLETE
Conversation/zSM_RogueQueen/Group00029=Der Spieler war in der Evolutionsgrube /// Player has been to Evo Pit
Conversation/zSM_RogueQueen/Group00030=Hat die Evolutionsgrube aufgesucht /// Player visited Evo Pit
Conversation/zSM_RogueQueen/Group00031=Hat die Evolutionsgrube nicht aufgesucht /// Player has not visited Evo Pit
Conversation/zSM_RogueQueen/Group00032=Vor Space02 /// Before Space02
Conversation/zSM_RogueQueen/Group00033=Hat die Evolutionsgrube aufgesucht /// Player visited Evo Pit
Conversation/zSM_RogueQueen/Group00034=Hat die Evolutionsgrube nicht aufgesucht /// Player has not visited Evo Pit
Conversation/zSM_RogueQueen/Line00004=Izsha, lass Abathur Zagara wiederbeleben. Und sorg dafür, dass er sie auch verbessert. /// Izsha, have Abathur revive Zagara. And have him improve her as well.
Conversation/zSM_RogueQueen/Line00006=Was ist am Wichtigsten? /// What is most important?
Conversation/zSM_RogueQueen/Line00008=Hör mir gut zu, Zagara. Irgendwann führst vielleicht du den Schwarm. Wenn du glaubst, die Zeit dafür sei reif, versuche es nur. /// Listen well, Zagara. Someday you might rule the Swarm. If you think you can take it now, make your move.
Conversation/zSM_RogueQueen/Line00009=Aber unser nächster Kampf geht auf Leben und Tod. Alles oder nichts. /// But the next time we fight, it is to the death. All or nothing.
Conversation/zSM_RogueQueen/Line00016=Ahh! /// Ahh!
Conversation/zSM_RogueQueen/Line00017=Izsha, lass Abathur Zagara wiederbeleben. Und sorg dafür, dass er sie auch verbessert. /// Izsha, have Abathur revive Zagara. And have him improve her as well.
Conversation/zSM_RogueQueen/Line00021=Und was habe ich dir beigebracht? /// And what lesson did I teach you?
Conversation/zSM_RogueQueen/Line00022=Ich versuche, dir hier etwas beizubringen. Sag mir, was ist für einen Anführer am Wichtigsten? /// I am trying to teach you something. Tell me, what is most important in a leader?
Conversation/zSM_RogueQueen/Line00023=Bösartigkeit! Der Wille, alles für den Sieg zu tun! /// Viciousness! The will to do anything for victory.
Conversation/zSM_RogueQueen/Line00025=Ahh! /// Ahh!
Conversation/zSM_RogueQueen/Line00026=Izsha, lass Abathur Zagara nochmal wiederbeleben. Vielleicht kann er ja auch ihre mentale Flexibilität erhöhen. /// Izsha, have Abathur revive Zagara again. And see if he can increase her mental flexibility.
Conversation/zSM_RogueQueen/Line00028=Der Schwarm ist mächtig. Aber Macht allein genügt nicht, um ihn anzuführen. /// The Swarm is powerful. But power is not enough for its leader.
Conversation/zSM_RogueQueen/Line00029=Ich habe Warfield nicht durch Masse oder Stärke geschlagen. Ich habe das große Ganze gesehen. Er nicht. /// I defeated Warfield not through numbers, or strength. I simply possessed vision and he did not.
Conversation/zSM_RogueQueen/Line00030=Ich habe noch nie so viele Terraner gesehen. Sie ziehen alle Einheiten zurück, um diese Welt zu verteidigen. /// I have never seen so many terrans. They are pulling everything back to defend this world.
Conversation/zSM_RogueQueen/Line00034=Die Terraner haben keine Chance. Wir sind zahllos. Wir sind der Schwarm. /// The terrans have no chance. [Serious]We are numberless. We are the Swarm.[/Serious]
Conversation/zSM_RogueQueen/Line00035=Ich bin so mächtig. Ich fühle mich, als könnte ich ... dir jetzt gefährlich werden. /// I am so powerful. I feel as if I could... be a threat to you now.
Conversation/zSM_RogueQueen/Line00036=Hör mir gut zu, Zagara. Irgendwann führst vielleicht du den Schwarm. Wenn du glaubst, die Zeit dafür sei reif, versuche es nur. /// Listen well, Zagara. Someday you might rule the Swarm. If you think you can take it now, make your move.
Conversation/zSM_RogueQueen/Line00037=Ich habe mehr von den Terranern gesehen als jemals zuvor. In gewisser Weise tun sie mir leid. /// I have seen more of the terrans than ever before. In some way, I feel sorry for them.
Conversation/zSM_RogueQueen/Line00038=Aber unser nächster Kampf geht auf Leben und Tod. Alles oder nichts. /// But the next time we fight, it is to the death. All or nothing.
Conversation/zSM_RogueQueen/Line00039=Ich werde dir dienen und von dir lernen. Und vielleicht werde ich eines Tages den Schwarm führen. Aber nicht heute. /// I will serve you, and learn from you. And perhaps someday I will lead the Swarm. But not today.
Conversation/zSM_RogueQueen/Line00040=Und was habe ich dir beigebracht? /// And what lesson did I teach you?
Conversation/zSM_RogueQueen/Line00041=Ihre Orbitalverteidigung wird Millionen von uns töten, bevor wir überhaupt den Boden erreichen. /// Their orbital defenses will kill [Serious]millions of us[/Serious] before we even hit the ground.
Conversation/zSM_RogueQueen/Line00042=Der Schwarm ist mächtig. Aber Macht allein genügt nicht, um ihn anzuführen. /// The Swarm is powerful. But power is not enough for its leader.
Conversation/zSM_RogueQueen/Line00043=Ich habe Warfield nicht durch Masse oder Stärke geschlagen. Ich habe das große Ganze gesehen. Er nicht. /// I defeated Warfield not through numbers, or strength. I simply possessed vision and he did not.
Conversation/zSM_RogueQueen/Line00044=Ich werde es mir merken, meine Königin. /// I will remember it, my queen.
Conversation/zSM_RogueQueen/Line00045=Falsch. /// Wrong.
Conversation/zSM_RogueQueen/Line00046=Weitsicht, meine Königin. Du hast mich Weitsicht gelehrt. /// Vision, my queen. You taught me vision.
Conversation/zSM_RogueQueen/Line00047=Ich versuche, dir hier etwas beizubringen. Sag mir, was ist für einen Anführer am wichtigsten? /// I am trying to teach you something. Tell me, what is most important in a leader?
Conversation/zSM_RogueQueen/Line00048=Wieso das? /// How so?
Conversation/zSM_RogueQueen/Line00050=Sie haben ihre Nationen und ihre Klans, doch im Inneren ist jeder von ihnen allein. /// They have their nations and their clans, but each one of them is alone inside.
Conversation/zSM_RogueQueen/Line00051=Sie wurden so geboren. Ich glaube nicht, dass es sie kümmert. /// They're born that way. I don't think they care.
Conversation/zSM_RogueQueen/Line00054=Ich wünschte, ich könnte ihnen helfen, indem ich ihre Essenz in den Schwarm übertrage und sie dann töte. /// I wish I could help them by taking their essence for the Swarm and then killing them.
Conversation/zSM_RogueQueen/Line00056=Ich werde mich daran erinnern, was du mich gelehrt hast, meine Königin. Aber die Zeit für Worte ist vorüber. Lass uns töten. /// I will remember what you told me, my queen, but now the time for words is past. [Serious]Let us kill.[/Serious]
Conversation/zSM_RogueQueen/Line00057=Du hast recht, Zagara. Und in dieser Schlacht könnte ich mir niemand anderes an meiner Seite vorstellen. /// You're right, Zagara. [Happy 80]And there's no one I'd rather have as my second for this battle.[/Happy]
Conversation/zSM_RogueQueen/Line00058=Ich möchte, dass sie rechtzeitig für die nächste Schlacht bereit ist. /// I want her ready in time for the next battle.
Conversation/zSM_RogueQueen/Line00059=Ich möchte, dass sie rechtzeitig für die nächste Schlacht bereit ist. /// I want her ready in time for the next battle.
Conversation/zSM_RogueQueen/Line00060=Ich brauche sie für die nächste Schlacht. /// I need her for the next battle.
Conversation/zSM_RogueQueen/Line00061=Vielleicht lernt sie es nie. /// Perhaps she will never learn.
Conversation/zSM_RogueQueen/Line00062=Ich bin verwirrt. Warum machst du mich stärker, nachdem du mich bestraft hast. /// I am puzzled. Why would you make me stronger after punishing me?
Conversation/zSM_RogueQueen/Line00063=Falsch. /// Wrong.
Conversation/zSM_RogueQueen/Line00064=Was ist am wichtigsten? /// What is most important?
Conversation/zSM_RogueQueen/Line00065=Durchtriebenheit! /// Cunning!
Conversation/zSM_RogueQueen/Line00066=Nah dran. Aber immernoch falsch. /// Close. But still wrong.
Conversation/zSM_RogueQueen/Line00067=Ahh! /// Ahh!
Conversation/zSM_RogueQueen/Line00068=Nah dran. Aber immernoch falsch. /// Close. But still wrong.
Conversation/zSM_RogueQueen/Line00069=Izsha, lass Abathur Zagara nochmal wiederbeleben. Vielleicht kann er ja auch ihre mentale Flexibilität erhöhen. /// Izsha, have Abathur revive Zagara again. And see if he can increase her mental flexibility.
Conversation/zSM_RogueQueen/Line00076=Mein Verständnis von Weitsicht muss unvollständig sein. /// My understanding of vision must be incomplete.
Conversation/zSM_RogueQueen/Line00077=Warum sagst du das? /// Why do you say that?
Conversation/zSM_RogueQueen/Line00078=Weil ich den strategischen Vorteil dieses Ortes nicht erkennen kann. Es gibt keine Essenz zu absorbieren, keine Feinde zu bezwingen. /// Because I see no strategic advantage to this location. There is no essence to absorb, no enemies to conquer.
Conversation/zSM_RogueQueen/Line00079=Dennoch weiß ich, dass du über Weitsicht verfügst. Deine Taten haben stets einen tieferen Sinn. /// Yet I know that you possess vision, and your actions always have an underlying purpose.
Conversation/zSM_RogueQueen/Line00080=Meine Gründe dafür, hierher zu kommen, sind ... meine eigenen. /// My reasons for being here are...[Sad 70] my own.[/Sad]
Conversation/zSM_RogueQueen/Line00081=Es ist dein gutes Recht, mir die Wahrheit vorzuenthalten, meine Königin. Dennoch werde ich versuchen, sie zu finden. /// It is your right to keep the truth from me, my queen. But I will try to find it anyway.
Conversation/zSM_RogueQueen/Line00082=Versuch es nur, Zagara. Ich bin mir ziemlich sicher, dass dies außerhalb deines Verständnisses liegt. /// Go ahead and try, Zagara. I'm pretty sure this one is outside your understanding.
Conversation/zSM_RogueQueen/Line00084=Nun sehe ich aus wie die Anführerin des Schwarms. Vielleicht überzeugt das mehr Brutmütter, in den Schoß der Familie zurückzukehren. /// I look like the leader of the Swarm now. Perhaps this will help bring more broodmothers back into the fold.
Conversation/zSM_RogueQueen/Line00086=Du warst schon gestern die wahre Anführerin des Schwarms und du wirst es auch morgen sein. /// You were the true leader of the Swarm yesterday, and you will be tomorrow.
Conversation/zSM_RogueQueen/Line00088=Dein Aussehen spielt keine Rolle. /// Your appearance does not matter.
Conversation/zSM_RogueQueen/Line00089=Für dich vielleicht nicht. Die Terraner jedoch werden nicht so ... verständnisvoll sein. /// Perhaps not to you. The terrans will not be so... [Serious]understanding.[/Serious]
Conversation/zSM_RogueQueen/Line00090=Wir entstanden an diesem Ort? /// We came from this place?
Conversation/zSM_RogueQueen/Line00091=Hier entwickelten sich die Zerg zuerst, ja. /// The zerg first evolved here, yes.
Conversation/zSM_RogueQueen/Line00092=Es gefällt mir hier nicht. Ein schwächlicher Planet. Char ist deutlich überlegen. /// I do not like it. A soft world. Char is far superior.
Conversation/zSM_RogueQueen/Line00093=Sei dir nicht so sicher. Zerus könnte sich als gefährlicher erweisen als jede andere uns bekannte Welt. /// Don't be so sure. Zerus may prove [Serious]more dangerous[/Serious] than any world we've known.
Conversation/zSM_RogueQueen/Line00094=Lass uns dorthin zurückkehren und die Vernichtung der Tarraner planen. /// Let us return there and plot the destruction of the terrans.
Conversation/zSM_RogueQueen/Line00095=Ich habe mir schon immer gewünscht, Protoss-Knochen zwischen meinen Klauen zu zerbrechen. Darf ich? /// I have always wished to feel protoss bones snapping in my claws. May I?
Conversation/zSM_RogueQueen/Line00096=Nein, Zagara. /// No, Zagara.
Conversation/zSM_RogueQueen/Line00097=Du denkst doch nicht daran, Gnade walten zu lassen? /// [Angry 80]Surely you do not think to show mercy?[/Angry]
Conversation/zSM_RogueQueen/Line00098=Gewalt ist nur ein Mittel. Ich setze sie ein, wenn es nötig ist. Ein Anführer nutzt für jede Aufgabe die richtigen Werkzeuge. /// Violence is a tool. I use it when [Serious]I have to.[/Serious] But a leader uses [Serious]the right tool [/Serious]for the job.
Conversation/zSM_RogueQueen/Line00099=Das ist eine terranische Denkweise. Die Zerg nutzen keinerlei Werkzeuge. /// This is a terran way to think. The zerg do not use tools at all.
Conversation/zSM_RogueQueen/Line00100=Für einen Anführer ist alles und jeder ein Werkzeug. /// To a leader, everything -- and everybody -- is a tool.
Conversation/zSM_RogueQueen/Line00101=Du sagtest, du willst dich am Anführer der Terraner rächen. Aber auf diesem Mond sind keine Terraner. /// You have said you wish revenge on the leader of the terrans. But there are no terrans on this moon.
Conversation/zSM_RogueQueen/Line00102=Nafashs Brut ist sehr gut adaptiert. Ich brauche sie, um den Schwarm zu verstärken und Mengsk abzusetzen. /// Nafash's brood has valuable adaptations. [Serious]I need them[/Serious] to strengthen the Swarm so that I can [Angry 70]take down Mengsk.[/Angry]
Conversation/zSM_RogueQueen/Line00103=Sicherlich könnte meine Brut seine Streitkräfte auch alleine vernichten. Terraner sind schwach. /// Surely my brood alone could defeat his forces? Terrans are weak.
Conversation/zSM_RogueQueen/Line00104=Das hast du doch bei mir auch gedacht? /// Isn't that what you thought about me?
Conversation/zSM_RogueQueen/Line00105=Sie sind nicht wie du. Du bist das Herz des Schwarms. /// They are not like you. You are the heart of the Swarm.
Conversation/zSM_RogueQueen/Line00108=Der verseuchte Terraner ... Etwas wie ihn habe ich noch nie gesehen. Er ist mächtig, aber verschlossen. Woher stammt er? /// The infested terran... I have never seen his like. He is powerful, but closed off. Where is he from?
Conversation/zSM_RogueQueen/Line00109=Stukov ist von der Erde. Vor einigen Jahren haben sie eine Invasionsflotte hierher geschickt. Ich erinnere mich - ich habe sie vernichtet. /// Stukov is from Earth. A few years ago, they sent an invading force here. [Serious]I remember it[/Serious]-- [Angry 65]I destroyed them.[/Angry]
Conversation/zSM_RogueQueen/Line00111=Wie es sich gehört. /// As it should be.
Conversation/zSM_RogueQueen/Line00112=Ich hörte, Stukov wäre tot, und später Berichte, er sei wiederbelebt worden - dass er verseucht und dann geheilt wurde. /// I thought Stukov [Serious]was killed.[/Serious] I heard reports that he'd been resurrected. That he'd been[Surprise 60] infested, then cured.[/Surprise]
Conversation/zSM_RogueQueen/Line00113=Wenn er die ganze Zeit über hier gefangen war, ist alles möglich. /// If he's been a prisoner here all these years, [Serious]anything is possible.[/Serious]
Conversation/zSM_RogueQueen/Line00114=Dieser Ort ist sehr abgelegen, trotzdem wird er so streng bewacht wie Korhal selbst. /// This place is very far out of the way, but it's guarded as if it were Korhal itself.
Conversation/zSM_RogueQueen/Line00115=Die Terraner müssen hier etwas sehr Wertvolles verstecken. /// The terrans must greatly prize that which lies within.
Conversation/zSM_RogueQueen/Line00116=Ich kann mir nicht vorstellen, wie jemand diese Plattform in der oberen Atmosphäre von Ketill erbaut haben soll. /// I can't imagine how they built this structure in the upper atmosphere of Ketill.
Conversation/zSM_RogueQueen/Line00117=Technologie dieser Größenordnung ... Dazu sind Arcturus' Ingenieure nicht in der Lage. /// [Surprise 60]But technology at this scale[/Surprise]... This is beyond Mengsk's engineers.
Conversation/zSM_RogueQueen/Line00118=Vielleicht haben sie Hilfe von einer höheren Macht erhalten? /// Perhaps they have help from something greater than themselves?
Conversation/zSM_RogueQueen/Line00119=Wenn es Antworten gibt, dann im Inneren. /// If there are any answers, [Serious]they are inside.[/Serious]
Conversation/zSM_RogueQueen/Line00122=Dieses Ding im Labor, Narud. Es verhüllt seinen Geist vor mir, doch ich spüre seine Macht. /// This thing in the lab, [Serious]this Narud. [/Serious]It's shielding itself from me, but I can [Serious]still sense its power.[/Serious]
