Character/Name/ArtanisUI,亞坦尼斯=0
VoiceOver/eSportsA/BaseUnderAttackProtoss00,Base is under attack.=4147
VoiceOver/eSportsA/BaseUnderAttackProtoss01,U: Uh, your base is under attack! J: Let's stop it! My life for Aiur!=4148
VoiceOver/eSportsA/BaseUnderAttackTerran00,Base is under attack.=4149
VoiceOver/eSportsA/BaseUnderAttackTerran01,J: The base is under attack! Do you have defenders? U: You gotta decide. Are you gonna defend to fight another day or are you gonna counterattack?=4150
VoiceOver/eSportsA/BaseUnderAttackTerran02,J: Your base is under attack! Am I the only one seeing this? U: You gotta check and decide what to do!=4151
VoiceOver/eSportsA/BaseUnderAttackZerg00,Base is under attack.=4152
VoiceOver/eSportsA/BaseUnderAttackZerg01,J: The base is under attack! Do you have defenders? U: You gotta decide. Are you gonna defend to fight another day or are you gonna counterattack?=4153
VoiceOver/eSportsA/BaseUnderAttackZerg02,J: Your base is under attack! Am I the only one seeing this? U: You gotta check and decide what to do!=4154
VoiceOver/eSportsA/BuildError00,Unacceptable build location.=4155
VoiceOver/eSportsA/BuildError01,J: Ah, you can't build there! K: You just have to know where you can and can't build. That's just the basics!=4156
VoiceOver/eSportsA/BuildError02,J: What are you gonna do? Are you gonna build there? U: I can feel the player's hands shaking.=4157
VoiceOver/eSportsA/BuildErrorProtoss00,Unacceptable warp location.=4158
VoiceOver/eSportsA/BuildErrorProtoss01,J: Huh? Are you trying to warp a building there? U: Everybody makes mistakes.=4159
VoiceOver/eSportsA/BuildErrorProtoss02,K: What did I just see? J: You can't warp there!=4160
VoiceOver/eSportsA/BuildErrorTerran00,Unacceptable build location.=4161
VoiceOver/eSportsA/BuildErrorTerran01,J: Ah, you can't build there! K: You just have to know where you can and can't build. That's just the basics!=4162
VoiceOver/eSportsA/BuildErrorTerran02,J: What are you gonna do? Are you gonna build there? U: I can feel the player's hands shaking.=4163
VoiceOver/eSportsA/BuildErrorZerg00,Unacceptable command.=4164
VoiceOver/eSportsA/BuildErrorZerg01,J: You can't do anything like that. U: First, you gotta give exact orders.=4165
VoiceOver/eSportsA/BuildErrorZerg02,K: Um... I don't think that's possible. J: Even the Queen can't obey that order.=4166
VoiceOver/eSportsA/CalldownLaunch00,Nuclear launch detected.=4167
VoiceOver/eSportsA/CalldownLaunch01,K: Nuclear! Nuclear attack! Where's the ghost? J: The romance of the Terrans. But it's only romantic if I'm the one launching. It's horror if I'm the one getting hit.=4168
VoiceOver/eSportsA/CalldownLaunch02,U: Nuclear missile launched! You just can't get hit! You gotta do whatever you can to find it! J: It doesn't just blow up your base, it blows your mind! You have to stop it! You have to find the ghost!=4169
VoiceOver/eSportsA/CalldownLaunchProtoss00,Nuclear launch detected.=4170
VoiceOver/eSportsA/CalldownLaunchProtoss01,J: Oh! What's that red light? That's a nuke! K: Now, keep your cool and stop it. Find the ghost! Quickly!=4171
VoiceOver/eSportsA/CalldownLaunchProtoss02,J: Ah... I see a red dot! U: First of all, a nuclear strike pisses you off. It's such a negative impact on the game.=4172
VoiceOver/eSportsA/CalldownLaunchZerg00,Nuclear launch detected.=4173
VoiceOver/eSportsA/CalldownLaunchZerg01,J: Oh! What's that red light? That's a nuke! K: Now, keep your cool and stop it. Find the ghost! Quickly!=4174
VoiceOver/eSportsA/CalldownLaunchZerg02,J: Ah... I see a red dot! U: First of all, a nuclear strike pisses you off. It's such a negative impact on the game.=4175
VoiceOver/eSportsA/CommandCenterUpgraded00,Command center upgrade complete.<n/>=4176
VoiceOver/eSportsA/CommandCenterUpgraded01,U: Command center upgrade is complete. J: It looks more awesome than before. So shiny!=4177
VoiceOver/eSportsA/CommandCenterUpgraded02,U: Command center upgrade is complete with more features! J: Use it whenever it's necessary!=4178
VoiceOver/eSportsA/ConstructInterrupt00,Construction interrupted.=4179
VoiceOver/eSportsA/ConstructInterrupt01,U: Construction interrupted! The construction is interrupted! J: That sucks! You invested the resources! You gotta finish it!=4180
VoiceOver/eSportsA/ConstructInterrupt02,U: Construction interrupted! Where did the SCV go? K: He ran away! Find him! If these issues add up, there's no going back!=4181
VoiceOver/eSportsA/Countdown00,5... 4... 3... 2... 1!=4182
VoiceOver/eSportsA/Countdown01,5... 4... 3... 2... 1!=4183
VoiceOver/eSportsA/EvolutionComplete00,Evolution complete.=4184
VoiceOver/eSportsA/EvolutionComplete01,U: The evolution has just finished! J: It seems like that took forever.=4185
VoiceOver/eSportsA/EvolutionComplete02,K: Oh, the evolution has just finished. Now, let's move. J: That's right. Looks like it got a little bit stronger. Now just for fun, attack a neutral unit passing by!=4186
VoiceOver/eSportsA/ForcesUnderAttack00,Our forces are under attack.=4187
VoiceOver/eSportsA/ForcesUnderAttack01,J: The enemy forces are attacking your troops. You gotta fight smart. K: You gotta find the right position. Now's the time to concentrate.=4188
VoiceOver/eSportsA/ForcesUnderAttack02,U: Your forces are under attack. Check quickly! K: You gotta do something! You can't lose everything without doing anything!=4189
VoiceOver/eSportsA/ForcesUnderAttackProtoss00,Your warriors have engaged the enemy.=4190
VoiceOver/eSportsA/ForcesUnderAttackProtoss01,J: You encountered the enemy units! Now, how will this battle go? U: The Protoss are the scariest if you can control them well. You gotta concentrate.=4191
VoiceOver/eSportsA/ForcesUnderAttackTerran00,Our forces are under attack.=4192
VoiceOver/eSportsA/ForcesUnderAttackTerran01,J: The enemy forces are attacking your troops. You gotta fight smart. K: You gotta find the right position. Now's the time to concentrate.=4193
VoiceOver/eSportsA/ForcesUnderAttackTerran02,U: Your forces are under attack. Check quickly! K: You gotta do something! You can't lose everything without doing anything!=4194
VoiceOver/eSportsA/ForcesUnderAttackZerg00,Our forces are under attack.=4195
VoiceOver/eSportsA/ForcesUnderAttackZerg01,J: The enemy forces are attacking your troops. You gotta fight smart. K: You gotta find the right position. Now's the time to concentrate.=4196
VoiceOver/eSportsA/ForcesUnderAttackZerg02,U: Your forces are under attack. Check quickly! K: You gotta do something! You can't lose everything without doing anything!=4197
VoiceOver/eSportsA/GGLose00,GG.=4198
VoiceOver/eSportsA/GGWin00,GG!=4199
VoiceOver/eSportsA/GamePaused00,Game paused.=4200
VoiceOver/eSportsA/GamePaused01,J: We'll pause the game for a moment. Please wait. K: If there isn't a major problem, it's good manners to quickly come back and continue the game.=4201
VoiceOver/eSportsA/GamePaused02,J: Ah, when pausing the game, you gotta input the PP and ask the opponent. Of course, you gotta have a good reason, too. U: That's right. If there's a serious problem, of course, you should pause the game. 'Cause you can't lose because of that.=4202
VoiceOver/eSportsA/GameResumed00,Game resumed.=4203
VoiceOver/eSportsA/GameResumed01,J: Now, returning to the game. K: I'm glad there wasn't a serious issue.=4204
VoiceOver/eSportsA/GameResumed02,J: Now, returning to the game. You gotta express your appreciation to the opponent for waiting. K: Send them a thank you basket full of troops. U: Then what, go and do nothing?=4205
VoiceOver/eSportsA/GeyserExhausted00,Vespene geyser exhausted.=4206
VoiceOver/eSportsA/GeyserExhausted01,J: The vespene geyser has dried up! U: Good work! It's good to mine them up and use them up. K: But where are the additional multis?=4207
VoiceOver/eSportsA/GeyserExhausted02,J: The geyser is dried up! Where do you get the gas now? K: You must have additional multis. Of course. Right?=4208
VoiceOver/eSportsA/GeyserExhaustedProtoss00,Vespene geyser exhausted.=4209
VoiceOver/eSportsA/GeyserExhaustedProtoss01,J: The vespene geyser has dried up! U: Good work! It's good to mine them up and use them up. K: But where are the additional multis?=4210
VoiceOver/eSportsA/GeyserExhaustedProtoss02,J: The geyser is dried up! Where do you get the gas now? K: You must have additional multis. Of course. Right?=4211
VoiceOver/eSportsA/GeyserExhaustedTerran00,Vespene geyser exhausted.=4212
VoiceOver/eSportsA/GeyserExhaustedTerran01,J: The vespene geyser has dried up! U: Good work! It's good to mine them up and use them up. K: But where are the additional multis?=4213
VoiceOver/eSportsA/GeyserExhaustedTerran02,J: The geyser is dried up! Where do you get the gas now? K: You must have additional multis. Of course. Right?=4214
VoiceOver/eSportsA/GeyserExhaustedZerg00,Vespene geyser exhausted.=4215
VoiceOver/eSportsA/GeyserExhaustedZerg01,J: The vespene geyser has dried up! U: Good work! It's good to mine them up and use them up. K: But where are the additional multis?=4216
VoiceOver/eSportsA/GeyserExhaustedZerg02,J: The geyser is dried up! Where do you get the gas now? K: You must have additional multis. Of course. Right?=4217
VoiceOver/eSportsA/LandingInterrupt00,Landing sequence interrupted.=4218
VoiceOver/eSportsA/LandingInterrupt01,K: You can't land at this time. U: You gotta relax. That's very important for these little things.=4219
VoiceOver/eSportsA/LandingInterrupt02,U: Ah... you can't land right now. K: You can't just try to land whenever you want.=4220
VoiceOver/eSportsA/MaxSupply00,Unacceptable command. We are at maximum supply.=4221
VoiceOver/eSportsA/MaxSupply01,J: Population 200! You got 200 troops! K: Now, if you still need more troops, you gotta toss out your workers!=4222
VoiceOver/eSportsA/MaxSupply02,J: Terran at 200 will show the hell to the opponent! K: That's right! Great work. Now you gotta use them right. U: The battle is gonna look amazing! I can't wait!=4223
VoiceOver/eSportsA/MaxSupplyProtoss00,Unacceptable command. We are at maximum supply.=4224
VoiceOver/eSportsA/MaxSupplyProtoss01,J: You finally warped 200 Protoss units! K: The Protoss is truly a force to be reckoned with at 200! U: You don't have 100 Probes, right?=4225
VoiceOver/eSportsA/MaxSupplyProtoss02,J: 200 Protoss complete! U: Let's go! What more do you need? It's time to attack. K: still, you gotta look at the enemy and think about strategy!=4226
VoiceOver/eSportsA/MaxSupplyTerran00,Unacceptable command. We are at maximum supply.=4227
VoiceOver/eSportsA/MaxSupplyTerran01,J: Population 200! You got 200 troops! K: Now, if you still need more troops, you gotta toss out your workers!=4228
VoiceOver/eSportsA/MaxSupplyTerran02,J: Terran at 200 will show the hell to the opponent! K: That's right! Great work. Now you gotta use them right. U: The battle is gonna look amazing! I can't wait!=4229
VoiceOver/eSportsA/MaxSupplyZerg00,Unacceptable command. We are at maximum supply.=4230
VoiceOver/eSportsA/MaxSupplyZerg01,J: Wait! You can't spawn any more units! You already have 200 forces! K: Finally, you've complete the Zerg army!=4231
VoiceOver/eSportsA/MaxSupplyZerg02,U: Oh, you can't spawn any more units! The forces are 200 full. J: It's not that you don't have enough Overlords. You just can't spawn any more!=4232
VoiceOver/eSportsA/MetamorphosisComplete00,Metamorphosis complete.=4233
VoiceOver/eSportsA/MetamorphosisComplete01,J: Metamorphosis complete! K: Now, use it wisely!=4234
VoiceOver/eSportsA/MetamorphosisComplete02,J: Metamorphosis complete! U: Now, will it change anything?=4235
VoiceOver/eSportsA/MineralsDepleted00,Mineral field depleted.=4236
VoiceOver/eSportsA/MineralsDepleted01,K: The minerals are all gone! U: If you don't have more multis, it's pretty much game over.=4237
VoiceOver/eSportsA/MineralsDepleted02,J: Minerals! The minerals are gone! Do you have a resource chain? K: Without additional resources, you're out of minerals, and the situation is difficult.=4238
VoiceOver/eSportsA/MutationComplete00,Mutation complete.=4239
VoiceOver/eSportsA/MutationComplete01,K: Mutation complete! U: Now, you gotta use it wisely!=4240
VoiceOver/eSportsA/MutationComplete02,J: Mutation complete! Wow, that took forever. K: The more rushed you are, the more patient you must be.=4241
VoiceOver/eSportsA/NeedCreep00,We must place that on creep.=4242
VoiceOver/eSportsA/NeedCreep01,J: Interesting sight. You're trying to build outside the creep. K: Maybe you should just switch to Terran.=4243
VoiceOver/eSportsA/NeedCreep02,U: Ah... you can't spawn Zerg buildings outside the creep. K: Maybe you palms got too sweaty and slipped.=4244
VoiceOver/eSportsA/NeedGeyser00,Vespene geyser required for placement.=4245
VoiceOver/eSportsA/NeedGeyser01,U: You gotta build it on the vespene geyser. J: You can't just build it anywhere you want!=4246
VoiceOver/eSportsA/NeedGeyser02,U: You gotta put the gas tank on the geyser. J: The SCVs can't just extract gas from anywhere.=4247
VoiceOver/eSportsA/NeedGeyserProtoss00,That must be placed on a vespene geyser.=4248
VoiceOver/eSportsA/NeedGeyserProtoss01,K: The Assimilator goes on the vespene geyser. J: Good try, though! First time I've seen anything like that!=4249
VoiceOver/eSportsA/NeedGeyserProtoss02,J: The gas tank goes on the gas! The most basic of basics! U: Actually, if you're close enough to the geyser, the cursor automatically moves there. The programmers are so nice!=4250
VoiceOver/eSportsA/NeedGeyserTerran00,Vespene geyser required for placement.=4251
VoiceOver/eSportsA/NeedGeyserTerran01,U: You gotta build it on the vespene geyser. J: You can't just build it anywhere you want!=4252
VoiceOver/eSportsA/NeedGeyserTerran02,U: You gotta put the gas tank on the geyser. J: The SCVs can't just extract gas from anywhere.=4253
VoiceOver/eSportsA/NeedGeyserZerg00,We must place that on a vespene geyser.=4254
VoiceOver/eSportsA/NeedGeyserZerg01,J: The gas tank goes on the gas! U: It's obvious that you're nervous.=4255
VoiceOver/eSportsA/NeedGeyserZerg02,J: The Extractor goes on the geyser! Zerg buildings on the creep! K: You gotta be messing with us. Right?=4256
VoiceOver/eSportsA/NeedMoreFood00,Additional supply depots required.=4257
VoiceOver/eSportsA/NeedMoreFood01,J: You've hit the supply limit. You can't produce anything else! They can't do anything if they're hungry! U: No food means not enough supply depot.=4258
VoiceOver/eSportsA/NeedMoreFood02,J: Ah! You don't have enough supplies. You should have your SCVs building supply depots by now. This is a problem with the commander. What's the SCVs' rank? Private. K: you gotta keep managing the supplies. A lot of times, you end up losing your timing.=4259
VoiceOver/eSportsA/NeedMoreFood03,J: Ah, looks like you don't have enough supplies! K: You gotta quickly look around and build more. U: Look, if you build the supply depots in some good locations, it could be strategic.=4260
VoiceOver/eSportsA/NeedMoreFoodProtoss00,You must construct additional pylons.=4261
VoiceOver/eSportsA/NeedMoreFoodProtoss01,U: You gotta warp more Pylons. You should've been on that already. K: You gotta think about defense when laying out the buildings!=4262
VoiceOver/eSportsA/NeedMoreFoodProtoss02,J: You've reached the population limit! Hurry up with the Pylons! K: Did you lose a Pylon a moment ago?=4263
VoiceOver/eSportsA/NeedMoreFoodProtoss03,J: Pylons! You need Pylons! U: Now, think carefully about where you wanna put them!=4264
VoiceOver/eSportsA/NeedMoreFoodTerran00,Additional supply depots required.=4265
VoiceOver/eSportsA/NeedMoreFoodTerran01,J: You've hit the supply limit. You can't produce anything else! They can't do anything if they're hungry! U: No food means not enough supply depot.=4266
VoiceOver/eSportsA/NeedMoreFoodTerran02,J: Ah! You don't have enough supplies. You should have your SCVs building supply depots by now. This is a problem with the commander. What's the SCVs' rank? Private. K: you gotta keep managing the supplies. A lot of times, you end up losing your timing.=4267
VoiceOver/eSportsA/NeedMoreFoodTerran03,J: Ah, looks like you don't have enough supplies! K: You gotta quickly look around and build more. U: Look, if you build the supply depots in some good locations, it could be strategic.=4268
VoiceOver/eSportsA/NeedMoreFoodZerg00,Spawn more Overlords.=4269
VoiceOver/eSportsA/NeedMoreFoodZerg01,J: You've reached the population limit! K: It's hard to manage the population with Zerg, but this is the most basic of basics!=4270
VoiceOver/eSportsA/NeedMoreFoodZerg02,U: You gotta start by spawning more Overlords! J: Who cares if you have the resources? You can't spawn anything if you don't have enough supplies!=4271
VoiceOver/eSportsA/NeedMoreGas00,Insufficient vespene gas.=4272
VoiceOver/eSportsA/NeedMoreGas01,K: Looks like you don't have enough gas. Seems like you can never have enough gas. U: Well, for now, you gotta wait 'til you have enough. K: That's why I like to play unlimited maps sometimes.=4273
VoiceOver/eSportsA/NeedMoreGas02,K: Construction was interrupted because you're out of gas. Did you put enough SCVs on it? U: You gotta wait. Still, isn't it better to not have enough resources than to have too much left over?=4274
VoiceOver/eSportsA/NeedMoreGas03,K: Vespene gas is still not enough! Do we have enough expansions? U: Gas expansion is so important.=4275
VoiceOver/eSportsA/NeedMoreMinerals00,Not enough minerals.=4276
VoiceOver/eSportsA/NeedMoreMinerals01,J: You don't have enough minerals. Either give it up or put some workers on it! K: Wow, MC Yongjun! Great rhyme!=4277
VoiceOver/eSportsA/NeedMoreMinerals02,J: You don't have enough minerals. K: You gotta wait! Your hands might be busy, but you gotta have patience.=4278
VoiceOver/eSportsA/NeedMoreMineralsProtoss00,You have not enough minerals.=4279
VoiceOver/eSportsA/NeedMoreMineralsProtoss01,J: You don't have enough minerals! What's the Probe doing? K: Check for any idle Probes.=4280
VoiceOver/eSportsA/NeedMoreMineralsProtoss02,J: Looks like you don't have enough minerals. That's just how I feel! U: Did you secure enough minerals?=4281
VoiceOver/eSportsA/NeedMoreMineralsProtoss03,J: Minerals, minerals! Not enough minerals! K: Expensive! Protoss units are expensive!=4282
VoiceOver/eSportsA/NeedMoreMineralsZerg00,You have not enough minerals.=4283
VoiceOver/eSportsA/NeedMoreMineralsZerg01,J: Not enough minerals! U: Check if there are enough Drones on it! You can see the number. Are there enough?=4284
VoiceOver/eSportsA/NeedMoreMineralsZerg02,J: You don't have enough minerals! Check for any idle Drones! K: Just keep clicking on it until it's ready! When there are enough resources, it'll begin!=4285
VoiceOver/eSportsA/NeedMoreMineralsZerg03,J: Minerals! Yes, minerals! There's not enough! U: Keep clicking on it 'til there's enough!=4286
VoiceOver/eSportsA/NotEnoughEnergy00,Not enough energy.=4287
VoiceOver/eSportsA/NotEnoughEnergy01,K: Looks like you don't have enough energy. U: Managing energy is just as important as managing the resources. You gotta be ready to use them whenever you need them. J: Whenever I broadcast, I think to myself, I gotta manage my energy well.=4288
VoiceOver/eSportsA/NotEnoughEnergy02,J: You don't have much energy! U: Hahahaha, great line!=4289
VoiceOver/eSportsA/NotEnoughEnergyProtoss00,Not enough energy.=4290
VoiceOver/eSportsA/NotEnoughEnergyProtoss01,K: You don't have enough energy. No, not yet. U: Just hold on a moment. You gotta hold on until you have enough.=4291
VoiceOver/eSportsA/NotEnoughEnergyProtoss02,J: Not enough energy! You need to gather more! K: When it comes to Protoss, it's magic! To use magic whenever you want, you need energy!=4292
VoiceOver/eSportsA/NukeReady00,Nuclear missile ready.=4293
VoiceOver/eSportsA/NukeReady01,K: Nuclear missile ready! Now, you gotta work on the delivery. Are the ghosts upgraded? J: We're gonna get to see the mushroom cloud!=4294
VoiceOver/eSportsA/NukeReady02,K: Nuclear missile ready! You gotta aim carefully. J: Now let's go give the enemy a bloody nose!=4295
VoiceOver/eSportsA/PlaceInPowerField00,You must place that in a power field.=4296
VoiceOver/eSportsA/PlaceInPowerField01,J: Oh! The power doesn't reach there! K: you gotta pay attention to things like this. It's just basic!=4297
VoiceOver/eSportsA/PlaceInPowerField02,J: There's no power there. U: You're very creative, though!=4298
VoiceOver/eSportsA/PylonUnderAttack00,Our pylon is under attack.=4299
VoiceOver/eSportsA/PylonUnderAttack01,U: Oh! Your Pylons are under attack! J: Protect them! If they are destroyed, the nearby buildings will not work!=4300
VoiceOver/eSportsA/PylonUnderAttack02,J: Pylons! Your Pylons are under attack! K: The warnings aren't there to just mess with you. They're cheap, but they're really important buildings!=4301
VoiceOver/eSportsA/QueenDeployed00,A new queen has emerged!=4302
VoiceOver/eSportsA/QueenDeployed01,K: The Queen is resurrected! J: Hail to the Queen!=4303
VoiceOver/eSportsA/QueenDeployed02,U: The Queen has come! K: You gotta choose whether to create more larva or expand the creep!=4304
VoiceOver/eSportsA/QueenDeployed03,J: Happy birthday to the Queen! K: Do you have enough larva? Maybe you should jump to spawning more larva!=4305
VoiceOver/eSportsA/ResearchComplete00,Research complete.=4306
VoiceOver/eSportsA/ResearchComplete01,J: Research is complete! U: Now, this can turn the tide of the game.=4307
VoiceOver/eSportsA/ResearchComplete02,J: Research is complete! U: Let's see how this will factor in!=4308
VoiceOver/eSportsA/SalvageComplete00,Salving operation complete.=4309
VoiceOver/eSportsA/SalvageComplete01,J: Salvage is complete! But it's good to leave some behind! K: A small difference can grow into something big.=4310
VoiceOver/eSportsA/SalvageComplete02,J: Salvage is complete! At least you got something back! U: I feel like it's been worth it!=4311
VoiceOver/eSportsA/ThorRepaired00,Thor repair sequence complete.=4312
VoiceOver/eSportsA/ThorRepaired01,K: The Thor is finally repaired! It's like new! U: I wish I could call an SCV when my car breaks down. Their welding skills are just amazing!=4313
VoiceOver/eSportsA/ThorRepaired02,J: The Thor is like new! U: Now, time to send it back into battle!=4314
VoiceOver/eSportsA/Transmission00,Incoming transmission.=4315
VoiceOver/eSportsA/Transmission01,Incoming transmission.=4316
VoiceOver/eSportsA/TumorUnderAttack00,A creep tumor is under attack.=4317
VoiceOver/eSportsA/TumorUnderAttack01,J: Your creep is under attack! K: Yes, but now you gotta find where the enemy is! The wider the creep, the better!=4318
VoiceOver/eSportsA/TumorUnderAttack02,J: Your creep is under attack. U: Oh, the creep is shrinking! You gotta take countermeasures.=4319
VoiceOver/eSportsA/UpgradeComplete00,Upgrade complete.=4320
VoiceOver/eSportsA/UpgradeComplete01,J: Upgrade is complete! You're stronger now. U: You gotta take advantage of this opportunity.=4321
VoiceOver/eSportsA/UpgradeComplete02,J: Upgrade is complete! You gotta find a way to benefit from this! U: What's gonna come of this?=4322
VoiceOver/eSportsA/WarpInComplete00,Warp complete.=4323
VoiceOver/eSportsA/WarpInComplete01,J: Warp complete! K: That looks amazing!=4324
VoiceOver/eSportsA/WarpInComplete02,J: Warp finished! U: The Protoss is so mysterious!=4325
VoiceOver/eSportsA/WorkersUnderAttack00,Our SCVs are under attack.=4326
VoiceOver/eSportsA/WorkersUnderAttack01,K: Ah! Your SCVs are under attack! U: You gotta save them. You gotta reduce the damage as much as possible.=4327
VoiceOver/eSportsA/WorkersUnderAttack02,K: Your SCVs are under attack! SCVs! U: If you lose them, you'll not only lose your resources, but you'll also lose a lot of time! You gotta save them!=4328
VoiceOver/eSportsA/WorkersUnderAttackProtoss00,Your probes are under attack!=4329
VoiceOver/eSportsA/WorkersUnderAttackProtoss01,J: Oh, your Probes are under attack! Protect them! U: We need to save at least one Probe!=4330
VoiceOver/eSportsA/WorkersUnderAttackProtoss02,J: Probes! The Probes are under attack! U: Protect them! Everyone saw how much one Probe can do! Yeah, in the Legacy of the Void cinematic!=4331
VoiceOver/eSportsA/WorkersUnderAttackTerran00,Our SCVs are under attack.=4332
VoiceOver/eSportsA/WorkersUnderAttackTerran01,K: Ah! Your SCVs are under attack! U: You gotta save them. You gotta reduce the damage as much as possible.=4333
VoiceOver/eSportsA/WorkersUnderAttackTerran02,K: Your SCVs are under attack! SCVs! U: If you lose them, you'll not only lose your resources, but you'll also lose a lot of time! You gotta save them!=4334
VoiceOver/eSportsA/WorkersUnderAttackZerg00,Our drones are under attack!=4335
VoiceOver/eSportsA/WorkersUnderAttackZerg01,J: Drones! Save the poor Drones! U: The Drones are cheap, but they are the foundation of the Zerg army! They're very important!=4336
VoiceOver/eSportsA/WorkersUnderAttackZerg02,J: Drones! Your Drones are getting hit! K: You can't let them die! You gotta take control!=4337
VoiceOver/iNcontrolA/AddOnComplete00,Add-on complete.=4338
VoiceOver/iNcontrolA/AddOnComplete01,We've finished that add-on. Nice.=4339
VoiceOver/iNcontrolA/AllyBaseUnderAttack00,Our allies' base is under attack.=4340
VoiceOver/iNcontrolA/AllyBaseUnderAttack01,Friendo's base is under attack.=4341
VoiceOver/iNcontrolA/AllyUnderAttack00,Our allies are being attacked.=4342
VoiceOver/iNcontrolA/AllyUnderAttack01,Hey? Help your friends.=4343
VoiceOver/iNcontrolA/BadLZ00,Unacceptable landing zone.=4344
VoiceOver/iNcontrolA/BadLZ01,Land there? Ha! No.=4345
VoiceOver/iNcontrolA/BaseUnderAttack00,Base is under attack.=4346
VoiceOver/iNcontrolA/BaseUnderAttack01,Hey! They're attacking our base!=4347
VoiceOver/iNcontrolA/BuildError00,Unacceptable build location.=4348
VoiceOver/iNcontrolA/BuildError01,That'd be a solid no on this one cap'n.=4349
VoiceOver/iNcontrolA/BuildError02,You can't build on that.=4350
VoiceOver/iNcontrolA/BuildError03,Nope. You can't build there.=4351
VoiceOver/iNcontrolA/BuildErrorProtoss00,Unacceptable warp location.=4352
VoiceOver/iNcontrolA/BuildErrorProtoss01,I mean, no. You can't warp there.=4353
VoiceOver/iNcontrolA/BuildErrorZerg00,Unacceptable command.=4354
VoiceOver/iNcontrolA/BuildErrorZerg01,It can't do that.=4355
VoiceOver/iNcontrolA/CalldownLaunch00,A nuclear launch is detected.=4356
VoiceOver/iNcontrolA/CalldownLaunch01,Nukes! Ha! Nice.=4357
VoiceOver/iNcontrolA/CommandCenterUpgraded00,Your command center upgrade is complete.=4358
VoiceOver/iNcontrolA/CommandCenterUpgraded01,Command center got better.=4359
VoiceOver/iNcontrolA/ConstructInterrupt00,Construction interrupted.=4360
VoiceOver/iNcontrolA/ConstructInterrupt01,Our construction project got delayed.=4361
VoiceOver/iNcontrolA/Countdown00,Five... Four... Three... Two... One...=4362
VoiceOver/iNcontrolA/Countdown01,5, 4, 3, 2, 1 (in a funny voice)=4363
VoiceOver/iNcontrolA/EndGame00,And they're outta here!=4364
VoiceOver/iNcontrolA/EvolutionComplete00,Evolution complete.=4365
VoiceOver/iNcontrolA/EvolutionComplete01,We evolved! Stuff got better!=4366
VoiceOver/iNcontrolA/ForcesUnderAttack00,Your forces are under attack.=4367
VoiceOver/iNcontrolA/ForcesUnderAttack01,Our army be scrappin'.=4368
VoiceOver/iNcontrolA/GamePaused00,Game paused.=4369
VoiceOver/iNcontrolA/GamePaused01,Tactical pause. Probably.=4370
VoiceOver/iNcontrolA/GameResumed00,Yes, the game is resumed!=4371
VoiceOver/iNcontrolA/GameResumed01,Game on, pal!=4372
VoiceOver/iNcontrolA/GeyserExhausted00,Vespene geyser exhausted.=4373
VoiceOver/iNcontrolA/GeyserExhausted01,Well, there's no more gas with this one.=4374
VoiceOver/iNcontrolA/LandingInterrupt00,Landing sequence interrupted.=4375
VoiceOver/iNcontrolA/LandingInterrupt01,Commander, the LZ is gonna be a no-go on this one.=4376
VoiceOver/iNcontrolA/MULEDeployed00,Auxiliary mining units activated.=4377
VoiceOver/iNcontrolA/MULEDeployed01,Rich get richer!=4378
VoiceOver/iNcontrolA/MaxSupply00,Unacceptable command. We are at maximum supply.=4379
VoiceOver/iNcontrolA/MaxSupply01,You're maxed, buddy. No more stuff.=4380
VoiceOver/iNcontrolA/MetamorphosisComplete00,The metamorphosis is completed.=4381
VoiceOver/iNcontrolA/MetamorphosisComplete01,Your thing became a better thing!=4382
VoiceOver/iNcontrolA/MineralsDepleted00,Mineral field depleted.=4383
VoiceOver/iNcontrolA/MineralsDepleted01,The minerals have up and gone.=4384
VoiceOver/iNcontrolA/MutationComplete00,Mutation complete.=4385
VoiceOver/iNcontrolA/MutationComplete01,We hulked this out!=4386
VoiceOver/iNcontrolA/NeedCreep00,We must place that on creep.=4387
VoiceOver/iNcontrolA/NeedCreep01,Yeah, you need to put that on the purple stuff.=4388
VoiceOver/iNcontrolA/NeedGeyser00,A vespene geyser is required for placement.=4389
VoiceOver/iNcontrolA/NeedGeyser01,You need a geyser thingy to do it here.=4390
VoiceOver/iNcontrolA/NeedMoreFood00,Additional supply depots are required.=4391
VoiceOver/iNcontrolA/NeedMoreFood01,More shoe-box depot thingies needed.=4392
VoiceOver/iNcontrolA/NeedMoreFoodProtoss00,You must construct additional pylons.=4393
VoiceOver/iNcontrolA/NeedMoreFoodProtoss01,We need more Artosis Pylons.=4394
VoiceOver/iNcontrolA/NeedMoreFoodZerg00,Spawn more overlords.=4395
VoiceOver/iNcontrolA/NeedMoreFoodZerg01,We need more sky elephants. I mean overlords.=4396
VoiceOver/iNcontrolA/NeedMoreGas00,Insufficient vespene gas.=4397
VoiceOver/iNcontrolA/NeedMoreGas01,Gas, buddy! C'mon, you need gas.=4398
VoiceOver/iNcontrolA/NeedMoreMinerals00,Not enough minerals.=4399
VoiceOver/iNcontrolA/NeedMoreMinerals01,Minerals now. Get 'em.=4400
VoiceOver/iNcontrolA/NotEnoughEnergy00,Not enough energy.=4401
VoiceOver/iNcontrolA/NotEnoughEnergy01,You're gonna need a tad bit more energy.=4402
VoiceOver/iNcontrolA/NukeReady00,Nuclear missile ready.=4403
