Character/Description/Hill,This is the same character that appears in the Wings of Liberty campaign. (Already cast). A gruff mercenary captain who has had a hard life on the battlefield, he fights for profit and not for a cause.=0
Character/Name/ArtanisUI,Артанис /// Artanis=1
Conversation/Name/Coop_Transmissions,Coop_Transmissions=5022
Conversation/Name/zVO_Mothership,Unit VO Protoss Mothership=5023
Conversation/Name/zVO_ProtossOracle,Unit VO Protoss Oracle=5024
Conversation/Name/zVO_ProtossTempest,Unit VO Protoss Tempest=5025
Conversation/Name/zVO_TerranBattlecruiser,Unit VO Terran Battlecruiser=5026
Conversation/Name/zVO_TerranWarhound,Unit VO Terran Warhound=5027
Conversation/zVO_Mothership/Group00001,Unit VO=5028
Conversation/zVO_Mothership/Group00002,Neural Parasite=5029
Conversation/zVO_Mothership/Group00003,Ready=5030
Conversation/zVO_Mothership/Group00004,What=5031
Conversation/zVO_Mothership/Group00005,Атака=5032
Conversation/zVO_Mothership/Line00001,Ассимиляция завершена.=5033
Conversation/zVO_Mothership/Line00002,Приказывай.=5034
Conversation/zVO_Mothership/Line00003,Ждем указаний.=5035
Conversation/zVO_Mothership/Line00004,Во славу Роя!=5036
Conversation/zVO_Mothership/Line00005,Повинуюсь.=5037
Conversation/zVO_ProtossOracle/Group00001,Unit VO=5038
Conversation/zVO_ProtossOracle/Group00002,Ready=5039
Conversation/zVO_ProtossOracle/Group00003,What=5040
Conversation/zVO_ProtossOracle/Group00004,Yes=5041
Conversation/zVO_ProtossOracle/Group00006,Help=5042
Conversation/zVO_ProtossOracle/Group00007,Pissed=5043
Conversation/zVO_ProtossOracle/Group00008,Death=5044
Conversation/zVO_ProtossOracle/Group00009,Neural Parasite=5045
Conversation/zVO_ProtossOracle/Group00010,Ready=5046
Conversation/zVO_ProtossOracle/Group00011,What=5047
Conversation/zVO_ProtossOracle/Group00012,Attack=5048
Conversation/zVO_ProtossOracle/Line00001,Ассимиляция завершена.=5049
Conversation/zVO_ProtossOracle/Line00002,Приказывай.=5050
Conversation/zVO_ProtossOracle/Line00003,Во славу Роя!=5051
Conversation/zVO_ProtossOracle/Line00004,Повинуюсь.=5052
Conversation/zVO_ProtossOracle/Line00005,Пространственные струны настроены.=5053
Conversation/zVO_ProtossOracle/Line00006,Оракул ждет указаний.=5054
Conversation/zVO_ProtossOracle/Line00007,Ты ищешь совета?=5055
Conversation/zVO_ProtossOracle/Line00008,Как я могу помочь тебе?=5056
Conversation/zVO_ProtossOracle/Line00009,Я вижу нити судьбы.=5057
Conversation/zVO_ProtossOracle/Line00010,Начнем же.=5058
Conversation/zVO_ProtossOracle/Line00011,Дай мне знак.=5059
Conversation/zVO_ProtossOracle/Line00012,Нам отведено мало времени.=5060
Conversation/zVO_ProtossOracle/Line00013,Эн ару-дин Рашжагал.=5061
Conversation/zVO_ProtossOracle/Line00014,Понимаю.=5062
Conversation/zVO_ProtossOracle/Line00015,Мы читаем судьбу.=5063
Conversation/zVO_ProtossOracle/Line00016,На зуктай.=5064
Conversation/zVO_ProtossOracle/Line00017,Да свершится предначертанное.=5065
Conversation/zVO_ProtossOracle/Line00018,Звезды выстроились в ряд.=5066
Conversation/zVO_ProtossOracle/Line00019,У нас одна судьба.=5067
Conversation/zVO_ProtossOracle/Line00020,Мы пребываем в гармонии.=5068
Conversation/zVO_ProtossOracle/Line00021,Экстраполяция струн.=5069
Conversation/zVO_ProtossOracle/Line00022,Противник обнаружил нас!=5070
Conversation/zVO_ProtossOracle/Line00023,Мы встретили свою судьбу!=5071
Conversation/zVO_ProtossOracle/Line00024,<Предсмертный возглас>=5072
Conversation/zVO_ProtossOracle/Line00025,Мы архитекторы судьбы.=5073
Conversation/zVO_ProtossOracle/Line00026,Нет, я не покажу тебе свои «базы данных».=5074
Conversation/zVO_ProtossOracle/Line00027,<звук рвущейся струны> Погоди, у меня струна порвалась. <звук настраиваемого банджо>=5075
Conversation/zVO_ProtossOracle/Line00028,Попробуем заглянуть в будущее. Пока не ясно, попробуйте снова.=5076
Conversation/zVO_ProtossOracle/Line00029,Всегда в движении будущее. Трудно увидеть его.=5077
Conversation/zVO_ProtossOracle/Line00030,Вижу, вижу... Опасность нависла над твоим другом. Его имя начинается на... Б? Нет? Может, на В?=5078
Conversation/zVO_ProtossOracle/Line00031,Спарта не должна идти на войну во время Карней. А, простите... Уже слишком поздно.=5079
Conversation/zVO_ProtossOracle/Line00032,Ни один человек не должен знать свою судьбу. На протоссов это не распространяется.=5080
Conversation/zVO_ProtossOracle/Line00033,Хочешь повоевать? <звук способности "Изоляция"> А минералов тебе хватает?=5081
Conversation/zVO_ProtossOracle/Line00034,Время на моей стороне. Честное слово.=5082
Conversation/zVO_ProtossOracle/Line00035,Жду указаний.=5083
Conversation/zVO_ProtossTempest/Group00001,Unit VO=5084
Conversation/zVO_ProtossTempest/Group00002,Ready=5085
Conversation/zVO_ProtossTempest/Group00003,What=5086
Conversation/zVO_ProtossTempest/Group00004,Yes=5087
Conversation/zVO_ProtossTempest/Group00005,Attack=5088
Conversation/zVO_ProtossTempest/Group00006,Help=5089
Conversation/zVO_ProtossTempest/Group00007,Pissed=5090
Conversation/zVO_ProtossTempest/Group00008,Death=5091
Conversation/zVO_ProtossTempest/Group00009,Neural Parasite=5092
Conversation/zVO_ProtossTempest/Group00010,Ready=5093
Conversation/zVO_ProtossTempest/Group00011,What=5094
Conversation/zVO_ProtossTempest/Group00012,Attack=5095
Conversation/zVO_ProtossTempest/Line00001,Ассимиляция завершена.=5096
Conversation/zVO_ProtossTempest/Line00002,Приказывай.=5097
Conversation/zVO_ProtossTempest/Line00003,Во славу Роя!=5098
Conversation/zVO_ProtossTempest/Line00004,Повинуюсь.=5099
Conversation/zVO_ProtossTempest/Line00005,Направь мою ярость.=5100
Conversation/zVO_ProtossTempest/Line00006,Кинетическая матрица активирована.=5101
Conversation/zVO_ProtossTempest/Line00007,Мы жаждем справедливости.=5102
Conversation/zVO_ProtossTempest/Line00008,На зур'мок Айур. (перевод: мы помним об Айуре)=5103
Conversation/zVO_ProtossTempest/Line00009,Мы никого не боимся.=5104
Conversation/zVO_ProtossTempest/Line00010,Победа в наших руках!=5105
Conversation/zVO_ProtossTempest/Line00011,Золотая армада ждет.=5106
Conversation/zVO_ProtossTempest/Line00012,Мы отомстим!=5107
Conversation/zVO_ProtossTempest/Line00013,Приказывай.=5108
Conversation/zVO_ProtossTempest/Line00014,Подтверждаю.=5109
Conversation/zVO_ProtossTempest/Line00015,Вперед к победе!=5110
Conversation/zVO_ProtossTempest/Line00016,Брось судьбу на ветер.=5111
Conversation/zVO_ProtossTempest/Line00017,Грядет буря.=5112
Conversation/zVO_ProtossTempest/Line00018,Ради славы!=5113
Conversation/zVO_ProtossTempest/Line00019,Пор залах!=5114
Conversation/zVO_ProtossTempest/Line00020,Кинетическая матрица активирована.=5115
Conversation/zVO_ProtossTempest/Line00021,Ощути нашу ярость!=5116
Conversation/zVO_ProtossTempest/Line00022,Смерть близка!=5117
Conversation/zVO_ProtossTempest/Line00023,Мы копье правосудия.=5118
Conversation/zVO_ProtossTempest/Line00024,Победа наша.=5119
Conversation/zVO_ProtossTempest/Line00025,Арадал зу мах!=5120
Conversation/zVO_ProtossTempest/Line00026,Мы атакуем без предупреждения.=5121
Conversation/zVO_ProtossTempest/Line00027,Направляю перегрузку!=5122
Conversation/zVO_ProtossTempest/Line00028,Мы сражаемся в великой битве!=5123
Conversation/zVO_ProtossTempest/Line00029,Целостность корпуса нарушена!=5124
Conversation/zVO_ProtossTempest/Line00030,Мы будем преследовать наших врагов среди звезд.=5125
Conversation/zVO_ProtossTempest/Line00031,Это судно не рассчитано на приятное общение.=5126
Conversation/zVO_ProtossTempest/Line00032,Ты... меня раздражаешь.=5127
Conversation/zVO_ProtossTempest/Line00033,Авианосец? Не, не слышал.=5128
Conversation/zVO_ProtossTempest/Line00034,Никогда не атакуй дважды... только если цель все еще движется.=5129
Conversation/zVO_ProtossTempest/Line00035,Я не слышу тебя за шумом бури.=5130
Conversation/zVO_ProtossTempest/Line00036,Что же такое этот ваш джиггаватт?=5131
Conversation/zVO_ProtossTempest/Line00037,Вероятность электрорезиста крайне мала!=5132
Conversation/zVO_ProtossTempest/Line00038,Убивает не электрическое напряжение, а такой большой взрыв после разряда.=5133
Conversation/zVO_ProtossTempest/Line00039,У меня нет рта, но из меня рвется крик.=5134
Conversation/zVO_ProtossTempest/Line00040,<взрыв>=5135
Conversation/zVO_ProtossTempest/Line00041,Жду указаний.=5136
Conversation/zVO_TerranBattlecruiser/Group00001,Unit VO=5137
Conversation/zVO_TerranBattlecruiser/Group00002,Neural Parasite=5138
Conversation/zVO_TerranBattlecruiser/Group00003,Ready=5139
Conversation/zVO_TerranBattlecruiser/Group00004,What=5140
Conversation/zVO_TerranBattlecruiser/Group00005,Attack=5141
Conversation/zVO_TerranBattlecruiser/Line00001,Ассимиляция завершена.=5142
Conversation/zVO_TerranBattlecruiser/Line00002,Приказывай.=5143
Conversation/zVO_TerranBattlecruiser/Line00003,Жду указаний.=5144
Conversation/zVO_TerranBattlecruiser/Line00004,Во славу Роя!=5145
Conversation/zVO_TerranBattlecruiser/Line00005,Повинуюсь.=5146
Conversation/zVO_TerranHellion/Group00001,Unit VO=5147
Conversation/zVO_TerranHellion/Group00002,Ready=5148
Conversation/zVO_TerranHellion/Group00003,What=5149
Conversation/zVO_TerranHellion/Group00004,Yes=5150
Conversation/zVO_TerranHellion/Group00005,Attack=5151
Conversation/zVO_TerranHellion/Group00006,Help=5152
Conversation/zVO_TerranHellion/Group00007,Pissed=5153
Conversation/zVO_TerranHellion/Group00008,Death=5154
Conversation/zVO_TerranHellion/Group00009,Neural Parasite=5155
Conversation/zVO_TerranHellion/Group00010,Ready=5156
Conversation/zVO_TerranHellion/Group00011,What=5157
Conversation/zVO_TerranHellion/Group00012,Attack=5158
Conversation/zVO_TerranHellion/Line00001,Ассимиляция завершена.=5159
Conversation/zVO_TerranHellion/Line00002,Приказывай.=5160
Conversation/zVO_TerranHellion/Line00003,Во славу Роя!=5161
Conversation/zVO_TerranHellion/Line00004,Повинуюсь.=5162
Conversation/zVO_TerranHellion/Line00005,Ад следует за мной!=5163
Conversation/zVO_TerranHellion/Line00006,В чем дело?=5164
Conversation/zVO_TerranHellion/Line00007,Не молчи.=5165
Conversation/zVO_TerranHellion/Line00008,Слышу, слышу!=5166
Conversation/zVO_TerranHellion/Line00009,Есть горячие новости, босс.=5167
Conversation/zVO_TerranHellion/Line00010,Давай сожжем что-нибудь!=5168
Conversation/zVO_TerranHellion/Line00011,Поехали!=5169
Conversation/zVO_TerranHellion/Line00012,Говори.=5170
Conversation/zVO_TerranHellion/Line00013,О да!=5171
Conversation/zVO_TerranHellion/Line00014,Дело в шляпе.=5172
Conversation/zVO_TerranHellion/Line00015,Горит резина.=5173
Conversation/zVO_TerranHellion/Line00016,Жду не дождусь.=5174
Conversation/zVO_TerranHellion/Line00017,Двигаюсь к цели!=5175
Conversation/zVO_TerranHellion/Line00018,Отведай напалма!=5176
Conversation/zVO_TerranHellion/Line00019,Выкурим их.=5177
Conversation/zVO_TerranHellion/Line00020,Они сгорят в аду.=5178
Conversation/zVO_TerranHellion/Line00021,Гори!=5179
Conversation/zVO_TerranHellion/Line00022,Гори, гори ясно!=5180
Conversation/zVO_TerranHellion/Line00023,Не могу дождаться.=5181
Conversation/zVO_TerranHellion/Line00024,Хорошо поджарилось!=5182
Conversation/zVO_TerranHellion/Line00025,А... Здесь становится жарко.=5183
Conversation/zVO_TerranHellion/Line00026,Нужна огневая поддержка!=5184
Conversation/zVO_TerranHellion/Line00027,Не хочу хвастаться, но у меня в руках все горит.=5185
Conversation/zVO_TerranHellion/Line00028,Отжигай, пока я прохлаждаюсь.=5186
Conversation/zVO_TerranHellion/Line00029,Ад - это я!=5187
Conversation/zVO_TerranHellion/Line00030,Шапки в ..., устроим драку!=5188
Conversation/zVO_TerranHellion/Line00031,Огонь, который горит в два раза ярче, сжигает в два раза быстрее... больнее... Да ну вас всех...=5189
Conversation/zVO_TerranHellion/Line00032,Смотри! Теперь я робот!=5190
Conversation/zVO_TerranHellion/Line00033,Эта штучка влетела им в кругленькую сумму.=5191
Conversation/zVO_TerranHellion/Line00034,Трансформируемся!=5192
Conversation/zVO_TerranHellion/Line00035,Я просто хочу увидеть, как этот мир сгорит в огне.=5193
Conversation/zVO_TerranHellion/Line00036,Тили-бом! Тили-бом! Загорелся кошкин дом!=5194
Conversation/zVO_TerranHellion/Line00037,Пиромант? Да, я такой!=5195
Conversation/zVO_TerranHellion/Line00038,Бензин кончился.=5196
Conversation/zVO_TerranHellion/Line00039,Дело не выгорело.=5197
Conversation/zVO_TerranHellion/Line00040,Жду указаний.=5198
Conversation/zVO_TerranWarhound/Group00001,Unit VO=5199
Conversation/zVO_TerranWarhound/Group00002,Ready=5200
Conversation/zVO_TerranWarhound/Group00003,What=5201
Conversation/zVO_TerranWarhound/Group00004,Yes=5202
Conversation/zVO_TerranWarhound/Group00005,Attack=5203
Conversation/zVO_TerranWarhound/Group00006,Help=5204
Conversation/zVO_TerranWarhound/Group00007,Pissed=5205
Conversation/zVO_TerranWarhound/Group00008,Death=5206
Conversation/zVO_TerranWarhound/Group00009,Neural Parasite=5207
Conversation/zVO_TerranWarhound/Group00010,Ready=5208
Conversation/zVO_TerranWarhound/Group00011,What=5209
Conversation/zVO_TerranWarhound/Group00012,Attack=5210
Conversation/zVO_TerranWarhound/Line00001,Ассимиляция завершена.=5211
Conversation/zVO_TerranWarhound/Line00002,Приказывай.=5212
Conversation/zVO_TerranWarhound/Line00003,Во славу Роя!=5213
Conversation/zVO_TerranWarhound/Line00004,Повинуюсь.=5214
Conversation/zVO_TerranWarhound/Line00005,Побряцаем железом.=5215
Conversation/zVO_TerranWarhound/Line00006,«Боевой пес» рвется в драку.=5216
Conversation/zVO_TerranWarhound/Line00007,Получено сообщение.=5217
Conversation/zVO_TerranWarhound/Line00008,Что я могу для тебя сделать?=5218
Conversation/zVO_TerranWarhound/Line00009,Слушаю тебя.=5219
Conversation/zVO_TerranWarhound/Line00010,Скажи это с гордостью, сынок!=5220
Conversation/zVO_TerranWarhound/Line00011,Чего тебе?=5221
Conversation/zVO_TerranWarhound/Line00012,Ты стесняешься?=5222
Conversation/zVO_TerranWarhound/Line00013,Что тебя гложет?=5223
Conversation/zVO_TerranWarhound/Line00014,Я в пути.=5224
Conversation/zVO_TerranWarhound/Line00015,Хорошо.=5225
Conversation/zVO_TerranWarhound/Line00016,Угу, само собой.=5226
Conversation/zVO_TerranWarhound/Line00017,Понял.=5227
Conversation/zVO_TerranWarhound/Line00018,Пойдет.=5228
Conversation/zVO_TerranWarhound/Line00019,Без проблем.=5229
Conversation/zVO_TerranWarhound/Line00020,Понятно.=5230
Conversation/zVO_TerranWarhound/Line00021,Иду по следу.=5231
Conversation/zVO_TerranWarhound/Line00022,Подкоптим их!=5232
Conversation/zVO_TerranWarhound/Line00023,Огонь на поражение.=5233
Conversation/zVO_TerranWarhound/Line00024,Электромагнитное барбекю.=5234
Conversation/zVO_TerranWarhound/Line00025,Сейчас их станет на одного меньше.=5235
Conversation/zVO_TerranWarhound/Line00026,Пора обзавестись врагами!=5236
Conversation/zVO_TerranWarhound/Line00027,Одобряю.=5237
Conversation/zVO_TerranWarhound/Line00028,Мы понимаем друг друга.=5238
Conversation/zVO_TerranWarhound/Line00029,Самое время!=5239
Conversation/zVO_TerranWarhound/Line00030,Тут хорошие парни умирают!=5240
Conversation/zVO_TerranWarhound/Line00031,Нам нужно подкрепление, срочно!=5241
Conversation/zVO_TerranWarhound/Line00032,Говори скорей.=5242
Conversation/zVO_TerranWarhound/Line00033,Я серьезно, прекращай, иначе пристрелю.=5243
Conversation/zVO_TerranWarhound/Line00034,(звук робота, наступающего на что-то) Ой. На что - или на кого - это я наступил?=5244
Conversation/zVO_TerranWarhound/Line00035,Старый пес все еще умеет кусать.=5245
Conversation/zVO_TerranWarhound/Line00036,Хочешь совет? Сначала стреляй. Вопросы можно не задавать.=5246
Conversation/zVO_TerranWarhound/Line00037,Тебя никто не учил не будить спящего пса?=5247
Conversation/zVO_TerranWarhound/Line00038,Командир, давай поговорим без формальностей.=5248
Conversation/zVO_TerranWarhound/Line00039,Я тебе не нянька.=5249
Conversation/zVO_TerranWarhound/Line00040,«Торы», «Голиафы»... у меня богатая родословная!=5250
Conversation/zVO_TerranWarhound/Line00041,<изображает помехи> О, нет! Связь прерывается!=5251
Conversation/zVO_TerranWarhound/Line00042,Всякое случается.=5252
Conversation/zVO_TerranWarhound/Line00043,Крысы.=5253
Conversation/zVO_TerranWarhound/Line00044,Жду указаний.=5254
Conversation/zVO_TerranWarhound/Line00045,Мой боевой робот готов к атаке.=5255
Conversation/InfantryJumper/Group00001,Unit VO=5256
Conversation/InfantryJumper/Group00002,Ready=5257
Conversation/InfantryJumper/Group00003,What=5258
Conversation/InfantryJumper/Group00004,Yes=5259
Conversation/InfantryJumper/Group00005,Attack=5260
Conversation/InfantryJumper/Group00006,Help=5261
Conversation/InfantryJumper/Group00007,Pissed=5262
Conversation/InfantryJumper/Group00008,Death=5263
Conversation/InfantryJumper/Group00009,Neural Parasite=5264
Conversation/InfantryJumper/Group00010,Ready=5265
Conversation/InfantryJumper/Group00011,What=5266
Conversation/InfantryJumper/Group00012,Attack=5267
Conversation/InfantryJumper/Group00013,Death=5268
Conversation/InfantryJumper/Line00001,Ассимиляция завершена. /// Assimilation successful.=5269
Conversation/InfantryJumper/Line00002,Приказывай. /// Your command?=5270
Conversation/InfantryJumper/Line00003,Жду указаний. /// Awaiting directive.=5271
Conversation/InfantryJumper/Line00004,Во славу Роя. /// For the Swarm.=5272
Conversation/InfantryJumper/Line00005,Повинуюсь. /// I obey.=5273
Conversation/InfantryJumper/Line00006,Все снаряжение готово. /// Rig startup complete.=5274
Conversation/InfantryJumper/Line00007,Вещай, босс. /// Speak up, boss.=5275
Conversation/InfantryJumper/Line00008,Да, слушаю. /// I read ya.=5276
Conversation/InfantryJumper/Line00009,Чего надо, босс? /// Whatcha need, man?=5277
Conversation/InfantryJumper/Line00010,Мм-м? Чего? /// Hmm?=5278
Conversation/InfantryJumper/Line00011,Есть работенка? /// Got some work for me?=5279
Conversation/InfantryJumper/Line00012,Хорошо, выдвигаюсь. /// Alrighty, I'm moving.=5280
Conversation/InfantryJumper/Line00013,Понял. /// Got it.=5281
Conversation/InfantryJumper/Line00016,Ага, цель вижу. /// Oh, I see it.=5282
Conversation/InfantryJumper/Line00017,Беги-цепляй! Вот наш метод. /// Book'n and hook'n.=5283
Conversation/InfantryJumper/Line00018,Как скажешь, босс. /// Hey, you're the boss.=5284
Conversation/InfantryJumper/Line00019,Пора кого-нибудь шокировать. /// This guy's in for a shock.=5285
Conversation/InfantryJumper/Line00020,Пора что-нибудь расколоть. /// Let's crack 'em a part.=5286
Conversation/InfantryJumper/Line00021,Испепелю! /// Sizzlin' time!=5287
Conversation/InfantryJumper/Line00022,А вот и самое интересное. /// Love this part.=5288
Conversation/InfantryJumper/Line00023,(смех) /// (Laugh)=5289
Conversation/InfantryJumper/Line00024,Готовься к шокотерапии. /// Sparking up.=5290
Conversation/InfantryJumper/Line00026,Как-то здесь не фонтан, босс. /// Not doing so hot over here, boss!=5291
Conversation/InfantryJumper/Line00027,Эй, тут совсем жарко становится! /// Hey, things are getting real, real fast here!=5292
Conversation/InfantryJumper/Line00028,Говорить будем или как? У меня дела есть. /// You plan on spitting it out any time soon? I'm on the clock.=5293
Conversation/InfantryJumper/Line00029,Так, добыча минералов в космосе для чайников. Эту малютку зовут «ПИЛУМ». Наводишь на астероид, жмешь на спуск и БАМ! Вокруг одна щебенка. Все ясно? /// Alright, Space mining 101. They call this badboy an ARC gun. You point it an asteroid, squeeze the trigger, and BLAM, nothing but meteors.=5294
Conversation/InfantryJumper/Line00030,Я так понимаю, если эта малютка может расколоть астероид, с зергом она точно справится, да? /// I figure if  it can crack open an asteroid, it can damn sure crack open a zerg.=5295
Conversation/InfantryJumper/Line00032,Эй! Нечего мной командовать. Меня учили взрывать астероиды, а не ходить строем. /// Hey! Don't push me around like I'm one of your military men. I'm a miner, not a major.=5296
Conversation/InfantryJumper/Line00034,Ах да. Вся эта тема вроде "прыгни к врагу и забей его током до смерти" ОПРЕДЕЛЕННО противоречит технике безопасности. Это к слову. /// Oh and to be clear, this whole "leap on a guy and shock 'em to death" thing is DEFINATELY against the safety protocols. Just sayin'.=5297
Conversation/InfantryJumper/Line00035,А, вот еще. Если тебя стошнит в открытом космосе... Лучше бы тебя не тошнило в открытом космосе. Знаешь про эффект бумеранга? Вот-вот. /// If you think you need to puke while you're in deep space, don't. Seriously, it goes nowhere, and yet... everywhere. It's all kinds of messed up.=5298
Conversation/InfantryJumper/Line00036,А-а-а! /// Ugh.=5299
Conversation/InfantryJumper/Line00037,Черт, как больно. /// Man that hurts.=5300
Conversation/InfantryJumper/Line00038,<Предсмертный возглас> /// <Death Exertion>=5301
Conversation/InfantryJumper/Line00042,Не вопрос. /// Site's this way.=5302
Conversation/InfantryJumper/Line00043,Уже в пути. /// Heading that way.=5303
Conversation/InfantryJumper/Line00044,Да без проблем. /// No problemo.=5304
Conversation/InfantryJumper/Line00045,«Искорка» заряжена. /// Arc's alight.=5305
Conversation/InfantryJumper/Line00046,Кому десять тысяч вольт боли? /// Ten thousand volts o' pain.=5306
Conversation/InfantryJumper/Line00047,Ломать не строить! /// Let's get cracking.=5307
Conversation/InfantryJumper/Line00048,Значит, я теперь в армии... а вы чего, вообще всех подряд берете? /// So what, I'm in the army now? Man, you guys are just taking everyone, huh?=5308
Conversation/InfantryJumper/Line00049,Ты буришь, скидываешь ядерку, убегаешь. В таком порядке. Не перепутай. /// You drill, you drop the nuke, and you leave. In that order.=5309
Conversation/InfantryJumper/Line00050,У меня дела, командир. Не могу сидеть тут и просто трещать весь день. /// I got real work to do, commander. Cant just sit here jabbering all day.=5310
Conversation/InfantryJumper/Line00051,Наконец-то по делу. /// Finally, some work orders.=5311
Conversation/InfantryJumper/Line00053,Этого прихлопнуть? /// That one, huh?=5312
Conversation/InfantryJumper/Line00056,Проще пареного зерга. /// No skin off my back.=5313
Conversation/InfantryJumper/Line00057,Ну? Че как? /// Yo.=5314
Conversation/InfantryJumper/Line00058,Что такое, крутой ты наш? /// What's up tough guy?=5315
Conversation/InfantryJumper/Line00059,Ну вот и... все. /// Service complete.=5316
Conversation/MechGunner/Comment00001,Safety=5317
Conversation/MechGunner/Comment00002,Real version=5318
Conversation/MechGunner/Comment00003,Safety=5319
Conversation/MechGunner/Comment00004,Real version=5320
Conversation/MechGunner/Comment00005,Safety=5321
Conversation/MechGunner/Comment00006,Real version=5322
Conversation/MechGunner/Comment00007,Safety=5323
Conversation/MechGunner/Group00001,Unit VO=5324
Conversation/MechGunner/Group00002,Ready=5325
Conversation/MechGunner/Group00003,What=5326
Conversation/MechGunner/Group00004,Yes=5327
Conversation/MechGunner/Group00005,Attack=5328
Conversation/MechGunner/Group00006,Help=5329
Conversation/MechGunner/Group00007,Pissed=5330
Conversation/MechGunner/Group00008,Death=5331
Conversation/MechGunner/Group00009,Neural Parasite=5332
Conversation/MechGunner/Group00010,Ready=5333
Conversation/MechGunner/Group00011,What=5334
Conversation/MechGunner/Group00012,Attack=5335
Conversation/MechGunner/Group00013,Death=5336
Conversation/MechGunner/Group00014,Yes=5337
Conversation/MechGunner/Line00001,Ассимиляция завершена. /// Assimilation successful.=5338
Conversation/MechGunner/Line00002,Приказывай. /// Your command?=5339
Conversation/MechGunner/Line00003,Жду указаний. /// Awaiting directive.=5340
Conversation/MechGunner/Line00004,Во славу Роя. /// For the Swarm.=5341
Conversation/MechGunner/Line00005,Повинуюсь. /// I obey.=5342
Conversation/MechGunner/Line00006,«Циклон» готов к бою. /// Cyclone deployed.=5343
Conversation/MechGunner/Line00007,Новые координаты? /// New coordinates?=5344
Conversation/MechGunner/Line00008,На связи. /// Receiving.=5345
Conversation/MechGunner/Line00009,Ожидаю команды. /// Awaiting command.=5346
Conversation/MechGunner/Line00010,Связь стабильна. /// Uplink stable.=5347
Conversation/MechGunner/Line00011,Получаю устойчивый сигнал. /// Got a good signal.=5348
Conversation/MechGunner/Line00012,Угу. /// Mhmm.=5349
Conversation/MechGunner/Line00013,Выдвигаю «Циклон» на позицию. /// Moving unit into position.=5350
Conversation/MechGunner/Line00014,Передаю данные. /// Routing command.=5351
Conversation/MechGunner/Line00015,Координаты подтверждены. /// Coordinates verified.=5352
Conversation/MechGunner/Line00016,Подтверждаю. /// Confirmed.=5353
Conversation/MechGunner/Line00017,Поняла, «Циклон» в пути. /// 10-4, unit moving.=5354
Conversation/MechGunner/Line00018,«Циклон» в пути. /// Cyclone en route.=5355
Conversation/MechGunner/Line00019,Выдвигаю «Циклон» на огневую. /// Moving to fire.=5356
Conversation/MechGunner/Line00020,Захват цели произведен. /// Target locked.=5357
Conversation/MechGunner/Line00021,«Циклон» отвечает. /// Unit responding.=5358
Conversation/MechGunner/Line00022,Передаю команду атаковать. /// Hostile confirmed.=5359
Conversation/MechGunner/Line00023,Устранение разрешено. /// Kill authorized.=5360
Conversation/MechGunner/Line00024,Огонь по готовности. /// Fire when ready.=5361
Conversation/MechGunner/Line00025,Вступаю в бой. /// Engaging combatant.=5362
Conversation/MechGunner/Line00026,«Циклон» атакуют. /// Cyclone under fire.=5363
Conversation/MechGunner/Line00027,Запрашиваю подкрепление. /// Issuing request for assistance.=5364
Conversation/MechGunner/Line00028,Мм? Вы хотите поговорить со мной, командир? Ээ, конечно... Скажу адмиралу, что у меня перерыв. /// Huh? You want to talk to me, commander? Uh, sure... I guess I can tell the admiral I'm taking a 15.=5365
Conversation/MechGunner/Line00029,О, пока мы не начали... В целях повышения качества обслуживания этот разговор может быть записан. /// Oh, before we begin, this conversation may be recorded for Quality Assurance purposes.=5366
Conversation/MechGunner/Line00030,Итак, кхм, как там у вас дела на фронте? У нас в штабе все отлично. Вчера газировка закончилась только, было ужасно. Но мы справимся! /// So, uh, yeah, how's that whole war thing going? It's alright back here at HQ. We ran out of soda earlier, so you know, that sucks. But hey, we'll tough it out.=5367
Conversation/MechGunner/Line00031,<SFX: a laser shot followed by a 16-bit sounding explosion and points sound> Ха! Попала! Ой, извините, вы там что-то серьезное говорили о смертях и всяком таком... /// <SFX: a laser shot followed by a 16-bit sounding explosion and points sound> Ha! Got 'em! I'm sorry, you saying something serious about death and stuff...=5368
Conversation/MechGunner/Line00032,Ну это неплохая работа. Вроде бы. А куда еще я могла устроиться с дипломом управленца? /// Yeah, this job's pretty sweet I guess. I mean this is what else am I going to do with a communications degree, right?=5369
Conversation/MechGunner/Line00033,Эй, можешь присмотреть за моим терминалом? Я всего на пять минут... Ой, командир идет. /// Hey, can you watch my terminal for a second? I'm gotta go take a wicked--  Oh, crap... boss is coming around.=5370
Conversation/MechGunner/Line00034,Да, сэр. Так точно, сэр, цель будет нейтрализована... танго, прием... статус цели — оранжевый... Фух, начальник ушел. /// Yes, sir. Absolutely sir, we'll eliminate that hostile... tango... five by five... Okay, supervisor's gone.=5371
Conversation/MechGunner/Line00035,Кстати, вы не могли бы оставить отзыв о моей работе, ведь моя премия зависит от... <SFX: Click and tone> Алле? Алле? /// Oh, by the way, if you can take a survey and rate my performance, it would really help me out, you see I get a bonus based on... <SFX: Click and tone> Hello? ...hello?=5372
Conversation/MechGunner/Line00038,Связь потеряна! /// Uplink down!=5373
Conversation/MechGunner/Line00039,Машина не отвечает. /// Unit: unresponsive.=5374
Conversation/MechGunner/Line00041,Связь установлена. Жду указаний. /// Uplink confirmed. Awaiting directives.=5375
Conversation/MechGunner/Line00042,Готова к передаче данных. /// Ready to route commands.=5376
