Character/Name/ArtanisUI,Artanis /// Artanis=0
VoiceOver/TychusAnnouncer/NeedMoreFoodProtoss02,Construye uno de esos piloncitos. /// Build yourself a little pylon, chief.=3730
VoiceOver/TychusAnnouncer/NeedMoreFoodZerg00,Consigue unos amos supremos. /// Get some overlords.=3731
VoiceOver/TychusAnnouncer/NeedMoreFoodZerg01,Necesitas amos supremos, camarada. /// Ya need overlords, kiddo.=3732
VoiceOver/TychusAnnouncer/NeedMoreFoodZerg02,Crea algunos amos supremos de una vez. /// Make some overlords, would ya?=3733
VoiceOver/TychusAnnouncer/NeedMoreGas00,Consigue más gas vespeno. /// Get more vespene gas.=3734
VoiceOver/TychusAnnouncer/NeedMoreGas01,No queda más gas. /// All outta gas.=3735
VoiceOver/TychusAnnouncer/NeedMoreGas02,Primero necesitas gas. /// Gas up first, chief.=3736
VoiceOver/TychusAnnouncer/NeedMoreMinerals00,Te quedan pocos minerales. /// You're low on minerals.=3737
VoiceOver/TychusAnnouncer/NeedMoreMinerals01,Minerales insuficientes. /// Not enough minerals.=3738
VoiceOver/TychusAnnouncer/NeedMoreMinerals02,Búscate unos cuantos minerales. /// Grab yourself some minerals.=3739
VoiceOver/TychusAnnouncer/NotEnoughEnergy00,No hay más energía. /// Energy's gone.=3740
VoiceOver/TychusAnnouncer/NotEnoughEnergy01,Necesitas un poco de energía. /// Need some energy.=3741
VoiceOver/TychusAnnouncer/NukeReady00,Misil nuclear listo. Qué suerte tienes. /// Nuke's ready. Lucky you.=3742
VoiceOver/TychusAnnouncer/NukeReady01,Tengo un lindo misil nuclear para ti. /// Real good nuke here for ya.=3743
VoiceOver/TychusAnnouncer/PlaceInPowerField00,Eso debe colocarse en un campo de energía. /// That goes in a power field.=3744
VoiceOver/TychusAnnouncer/PylonUnderAttack00,El pilón necesita un poco de protección. /// Pylon needs some protection.=3745
VoiceOver/TychusAnnouncer/PylonUnderAttack01,Esos cabezas huecas están atacando tu pilón. /// Those numbskulls are attacking your pylon.=3746
VoiceOver/TychusAnnouncer/PylonUnderAttack02,El enemigo ha fijado la mira en tus pilones. Excelente. /// Enemy's targeted your pylons. Just great.=3747
VoiceOver/TychusAnnouncer/QueenDeployed00,Se ha engendrado una reina. /// Queen's been spawned.=3748
VoiceOver/TychusAnnouncer/QueenDeployed01,Creo que la reina está lista para pelear. /// Queen's ready to fight, I reckon.=3749
VoiceOver/TychusAnnouncer/QueenDeployed02,FIN=3750
VoiceOver/TychusAnnouncer/ResearchComplete00,Investigación finalizada. /// Research complete.=3751
VoiceOver/TychusAnnouncer/ResearchComplete01,La investigación ha finalizado. /// Research has wrapped up.=3752
VoiceOver/TychusAnnouncer/SalvageComplete00,Reciclaje finalizado. /// Salvage complete.=3753
VoiceOver/TychusAnnouncer/SalvageComplete01,Se ha reciclado hasta el último pedazo. /// Salvaged every last bit of it.=3754
VoiceOver/TychusAnnouncer/StartGame00,Ve a matar a esos idiotas. /// Go kill those suckers.=3755
VoiceOver/TychusAnnouncer/StartGame01,¿Qué tal si empiezas a patear traseros? /// Kick some ass, will ya?=3756
VoiceOver/TychusAnnouncer/StartGame02,Maldición... ya era hora. /// Hell, it's about time.=3757
VoiceOver/TychusAnnouncer/ThorRepaired00,El Thor está listo para más acción... Qué bien. /// Thor's ready for more action... Nice.=3758
VoiceOver/TychusAnnouncer/ThorRepaired01,El Thor está recién lavado y listo para jugar. /// Thor's all cleaned up and ready to play.=3759
VoiceOver/TychusAnnouncer/Transmission00,Transmisión entrante. /// Incoming transmission.=3760
VoiceOver/TychusAnnouncer/TumorUnderAttack00,Ese tumor de talo está pasando un mal rato. /// Creep tumor's gettin' all banged up.=3761
VoiceOver/TychusAnnouncer/TumorUnderAttack01,El tumor de talo sí que está en problemas. /// Creep tumor's in a real pickle.=3762
VoiceOver/TychusAnnouncer/TumorUnderAttack02,Están atacando tu... eh... tu tumor de talo. /// They're attacking your... uh... your creep tumor.=3763
VoiceOver/TychusAnnouncer/UpgradeComplete00,Mejora finalizada. /// Upgrade complete.=3764
VoiceOver/TychusAnnouncer/UpgradeComplete01,La mejora está lista. /// Upgrade's all set.=3765
VoiceOver/TychusAnnouncer/WarpInComplete00,Transposición finalizada. /// Warp in complete.=3766
VoiceOver/TychusAnnouncer/WarpInComplete01,La transposición está lista. /// That's all warped in now.=3767
VoiceOver/TychusAnnouncer/WorkersUnderAttack00,Están aporreando a los VCE. /// They're bashin' the SCVs.=3768
VoiceOver/TychusAnnouncer/WorkersUnderAttack01,Están destruyendo a los VCE. /// SCVs are gettin' busted.=3769
VoiceOver/TychusAnnouncer/WorkersUnderAttack02,El enemigo quiere destruir tus VCE. /// The enemy's after your SCVs.=3770
VoiceOver/TychusAnnouncer/WorkersUnderAttackProtoss00,Están destrozando tus sondas. /// Your probes are gettin' smashed up.=3771
VoiceOver/TychusAnnouncer/WorkersUnderAttackProtoss01,Están haciendo pedazos tus sondas. /// They're throwin' down on your probes.=3772
VoiceOver/TychusAnnouncer/WorkersUnderAttackProtoss02,Las sondas están en dificultades. /// Probes are in a tight spot.=3773
VoiceOver/TychusAnnouncer/WorkersUnderAttackZerg00,Están molestando a tus obreros. /// They're pickin' on your drones.=3774
VoiceOver/TychusAnnouncer/WorkersUnderAttackZerg01,Están haciendo trizas a tus obreros. /// Your drones are getting swiped at.=3775
VoiceOver/TychusAnnouncer/WorkersUnderAttackZerg02,El enemigo está golpeando a tus obreritos. /// Enemy's hittin' your little drones.=3776
VoiceOver/UmA/AddOnComplete00,Anexo terminado.=3777
VoiceOver/UmA/AllyBaseUnderAttack00,Están atacando la base de nuestro aliado.=3778
VoiceOver/UmA/AllyUnderAttack00,Tus aliados están en combate.=3779
VoiceOver/UmA/BadLZ00,Zona de aterrizaje inaceptable.=3780
VoiceOver/UmA/BaseUnderAttack00,Están atacando la base.=3781
VoiceOver/UmA/BaseUnderAttackProtoss00,Están atacando la base.=3782
VoiceOver/UmA/BaseUnderAttackTerran00,Están atacando la base.=3783
VoiceOver/UmA/BaseUnderAttackZerg00,Están atacando la base.=3784
VoiceOver/UmA/BuildErrorProtoss00,Ubicación de transposición inaceptable.=3785
VoiceOver/UmA/BuildErrorTerran00,Ubicación de construcción inaceptable.=3786
VoiceOver/UmA/BuildErrorTerran02,No puedes construir ahí.=3787
VoiceOver/UmA/CalldownLaunch00,Lanzamiento nuclear detectado.=3788
VoiceOver/UmA/CommandCenterUpgraded00,Mejora del centro de mando terminada.=3789
VoiceOver/UmA/ConstructInterrupt00,Construcción interrumpida.=3790
VoiceOver/UmA/EvolutionComplete00,Evolución completa.=3791
VoiceOver/UmA/EvolutionComplete01,Evolución completa.=3792
VoiceOver/UmA/EvolutionComplete02,Evolución completa.=3793
VoiceOver/UmA/ForcesUnderAttack00,Están atacando a nuestras fuerzas.=3794
VoiceOver/UmA/ForcesUnderAttackProtoss00,Están atacando a nuestras fuerzas.=3795
VoiceOver/UmA/ForcesUnderAttackTerran00,Están atacando a nuestras fuerzas.=3796
VoiceOver/UmA/ForcesUnderAttackZerg00,Están atacando a nuestras fuerzas.=3797
VoiceOver/UmA/GGLose00,GG.=3798
VoiceOver/UmA/GGLose01,¡GG!=3799
VoiceOver/UmA/GGWin00,GG.=3800
VoiceOver/UmA/GamePaused00,Juego en pausa.=3801
VoiceOver/UmA/GameResumed00,Juego reanudado.=3802
VoiceOver/UmA/GeyserExhausted00,Géiser de vespeno agotado.=3803
VoiceOver/UmA/GeyserExhaustedProtoss00,Géiser de vespeno consumido.=3804
VoiceOver/UmA/GeyserExhaustedTerran00,Géiser de vespeno consumido.=3805
VoiceOver/UmA/GeyserExhaustedZerg00,Géiser de vespeno consumido.=3806
VoiceOver/UmA/MaxSupply00,Comando inaceptable. Suministros al máximo.=3807
VoiceOver/UmA/MaxSupplyProtoss00,Comando inaceptable. Suministros al máximo.=3808
VoiceOver/UmA/MaxSupplyTerran00,Comando inaceptable. Suministros al máximo.=3809
VoiceOver/UmA/MaxSupplyZerg00,Comando inaceptable. Suministros al máximo.=3810
VoiceOver/UmA/MetamorphosisComplete00,Metamorfosis completa.=3811
VoiceOver/UmA/MetamorphosisComplete01,Metamorfosis completa.=3812
VoiceOver/UmA/MineralsDepleted00,Campo de minerales agotado.=3813
VoiceOver/UmA/MutationComplete00,Mutación completa.=3814
VoiceOver/UmA/NeedCreep00,Debemos colocar eso sobre el talo.=3815
VoiceOver/UmA/NeedGeyser00,Se necesita un géiser de gas vespeno.=3816
VoiceOver/UmA/NeedGeyserProtoss00,Se necesita un géiser de gas vespeno.=3817
VoiceOver/UmA/NeedGeyserTerran00,Se necesita un géiser de gas vespeno.=3818
VoiceOver/UmA/NeedGeyserZerg00,Se necesita un géiser de gas vespeno.=3819
VoiceOver/UmA/NeedMoreFood00,Se necesitan más Depósitos de suministros.=3820
VoiceOver/UmA/NeedMoreFoodTerran00,Se necesitan más Depósitos de suministros.=3821
VoiceOver/UmA/NeedMoreFoodZerg00,Engendra más amos supremos.=3822
VoiceOver/UmA/NeedMoreGas00,Gas vespeno insuficiente.=3823
VoiceOver/UmA/NeedMoreMinerals00,Minerales insuficientes.=3824
VoiceOver/UmA/NotEnoughEnergy00,Energía insuficiente.=3825
VoiceOver/UmA/NukeReady00,Misil nuclear listo.=3826
VoiceOver/UmA/PlaceInPowerField00,Debes colocarlo en un campo de energía.=3827
VoiceOver/UmA/PylonUnderAttack00,Están atacando nuestro pilón.=3828
VoiceOver/UmA/QueenDeployed00,¡Ha surgido una nueva reina!=3829
VoiceOver/UmA/ResearchComplete00,Investigación finalizada.=3830
VoiceOver/UmA/SalvageComplete00,Operación de reciclaje terminada.=3831
VoiceOver/UmA/Transmission00,Transmisión entrante.=3832
VoiceOver/UmA/TumorUnderAttack00,Están atacando un tumor de talo.=3833
VoiceOver/UmA/UpgradeComplete00,Mejora finalizada.=3834
VoiceOver/UmA/UpgradeComplete02,Mejora finalizada.=3835
VoiceOver/UmA/WarpInComplete00,Transposición finalizada.=3836
VoiceOver/UmA/WorkersUnderAttackProtoss00,¡Están atacando tus sondas!=3837
VoiceOver/UmA/WorkersUnderAttackZerg00,¡Están atacando a nuestros obreros!=3838
VoiceOver/VorazunA/AddOnComplete00,Anexo terminado. /// Addon complete.=3839
VoiceOver/VorazunA/AddOnComplete01,Ensamblaje del anexo terminado. /// Addon assembly completed.=3840
VoiceOver/VorazunA/AddOnComplete02,Tu anexo se ha construido. /// Your addon has been constructed.=3841
VoiceOver/VorazunA/AllyBaseUnderAttack00,¡Están atacando la base de tu aliado! /// Your ally's base is under attack!=3842
VoiceOver/VorazunA/AllyBaseUnderAttack01,La base de tu aliado está en peligro. /// Your ally's base is in peril.=3843
VoiceOver/VorazunA/AllyBaseUnderAttack02,El enemigo asedia la base de tu aliado. /// The enemy lays siege to your ally's base.=3844
VoiceOver/VorazunA/AllyUnderAttack00,Tu aliado se enfrenta al enemigo. /// Your ally has engaged the enemy.=3845
VoiceOver/VorazunA/AllyUnderAttack01,Tu aliado ha entrado en la pelea. ¡Luchen unidos! /// Your ally has entered the fray -- stand as one!=3846
VoiceOver/VorazunA/AllyUnderAttack02,Tu aliado necesita tu ayuda. /// Your ally requires your aid.=3847
VoiceOver/VorazunA/BadLZ00,Es imposible aterrizar en esa ubicación. /// Unable to land at this location.=3848
VoiceOver/VorazunA/BadLZ01,Tu secuencia de aterrizaje se ha interrumpido. /// Your landing sequence has been interrupted.=3849
VoiceOver/VorazunA/BadLZ02,Tu estructura no puede aterrizar ahí. /// Your structure cannot land there.=3850
VoiceOver/VorazunA/BaseUnderAttack00,Están atacando nuestra base. /// Our base is under siege.=3851
VoiceOver/VorazunA/BaseUnderAttackProtoss00,El enemigo ataca tu nexo. /// The enemy defiles your base. Slay them!=3852
VoiceOver/VorazunA/BaseUnderAttackProtoss01,El enemigo profana tu base. ¡Asesínalo! /// Your base is under siege--do not let this transgression go unpunished.=3853
VoiceOver/VorazunA/BaseUnderAttackProtoss02,Están atacando tu base. No dejes que queden impunes. /// The enemy is assaulting your nexus point.=3854
VoiceOver/VorazunA/BaseUnderAttackTerran00,Tu base está plagada de fuerzas enemigas. ¡Defiéndela! /// Your base teems with enemy forces. Defend it!=3855
VoiceOver/VorazunA/BaseUnderAttackTerran01,El enemigo está amenazando tu base. /// The enemy threatens your base.=3856
VoiceOver/VorazunA/BaseUnderAttackTerran02,Están atacando tu base. /// Your base is under assault.=3857
VoiceOver/VorazunA/BaseUnderAttackZerg00,El enemigo ataca tu colmenar. /// The enemy assaults your hive cluster.=3858
VoiceOver/VorazunA/BaseUnderAttackZerg01,Están atacando tu base. /// Your base is under attack.=3859
VoiceOver/VorazunA/BaseUnderAttackZerg02,Están amenazando tu colmenar. /// Your hive cluster is threatened.=3860
VoiceOver/VorazunA/BuildError00,No podemos transposicionar allí.=3861
VoiceOver/VorazunA/BuildErrorProtoss00,No puedes transposicionar en esa ubicación. /// You cannot warp at that location.=3862
VoiceOver/VorazunA/BuildErrorProtoss01,Campo de transposición inaccesible. Esa ubicación no es válida. /// Warp field inaccessible--that location is invalid.=3863
VoiceOver/VorazunA/BuildErrorTerran00,No puedes construir ahí. /// You cannot build there.=3864
VoiceOver/VorazunA/BuildErrorTerran01,Esa ubicación de construcción es inaceptable. /// Building location is unacceptable.=3865
VoiceOver/VorazunA/BuildErrorZerg00,Comando inaceptable. /// Unacceptable command.=3866
VoiceOver/VorazunA/BuildErrorZerg01,Ese comando es inaceptable. /// That command is unacceptable.=3867
VoiceOver/VorazunA/BuildErrorZerg02,Ubicación de transformación bloqueada. /// Morph location blocked.=3868
VoiceOver/VorazunA/CalldownLaunch00,Se ha detectado un lanzamiento nuclear. /// A nuclear launch has been detected.=3869
VoiceOver/VorazunA/CalldownLaunch01,Se ha lanzado un misil nuclear. No bajes la guardia. /// A nuclear missile has been launched--remain vigilant.=3870
VoiceOver/VorazunA/CommandCenterUpgraded00,Mejora del centro de mando terminada. /// Command Center upgrade completed.=3871
VoiceOver/VorazunA/CommandCenterUpgraded01,Se ha mejorado tu centro de mando. /// Your Command Center has been upgraded.=3872
VoiceOver/VorazunA/CommandCenterUpgraded02,El centro de mando se ha mejorado. /// Command Center successfully upgraded.=3873
VoiceOver/VorazunA/ConstructInterrupt00,Se interrumpió la construcción de tus VCE. Qué… inoportuno. /// Your SCV's construction has been interrupted. How... inconvenient.=3874
VoiceOver/VorazunA/ConstructInterrupt01,Se ha interrumpido la construcción de la edificación. /// Building construction interrupted.=3875
VoiceOver/VorazunA/Countdown00,Cinco... cuatro... tres... dos... uno... /// 5... 4... 3... 2... 1=3876
VoiceOver/VorazunA/EvolutionComplete00,Evolución completa.=3877
VoiceOver/VorazunA/EvolutionComplete01,Tu colonia ha evolucionado. /// Your brood has evolved.=3878
VoiceOver/VorazunA/EvolutionComplete02,Proceso de evolución completado. /// Evolution process successful.=3879
VoiceOver/VorazunA/ForcesUnderAttack00,Nuestros guerreros han encontrado al enemigo.=3880
VoiceOver/VorazunA/ForcesUnderAttackProtoss00,Tus guerreros se enfrentan al enemigo. ¡Alcen sus cuchillas! /// Your warriors have engaged the enemy--let your blades burn bright!=3881
VoiceOver/VorazunA/ForcesUnderAttackProtoss01,El enemigo se enfrenta a tus fuerzas. ¡Desata la furia de los daelaam! /// The enemy has engaged your forces. Unleash the fury of the Daelaam!=3882
VoiceOver/VorazunA/ForcesUnderAttackProtoss02,Están atacando a tus guerreros. /// Your warriors are under attack.=3883
VoiceOver/VorazunA/ForcesUnderAttackTerran00,El enemigo se enfrenta a tus fuerzas. Muéstrenles el error de su decisión. /// The enemy has engaged your forces. Show them the folly of their ways.=3884
VoiceOver/VorazunA/ForcesUnderAttackTerran01,Tus fuerzas se enfrentan al enemigo. No flaqueen. /// Your forces have engaged the enemy--do not falter.=3885
VoiceOver/VorazunA/ForcesUnderAttackTerran02,Están atacando a tu ejército. /// Your army is under attack.=3886
VoiceOver/VorazunA/ForcesUnderAttackZerg00,¡Tu colonia desciende sobre el enemigo! /// Your brood descends upon the enemy!=3887
VoiceOver/VorazunA/ForcesUnderAttackZerg01,Están atacando a tus fuerzas. /// Your forces are under attack.=3888
VoiceOver/VorazunA/ForcesUnderAttackZerg02,El enemigo se enfrenta a tu colonia en combate. /// The enemy has engaged your brood in combat.=3889
VoiceOver/VorazunA/GGLose00,La esperanza no está perdida. /// Hope is not lost.=3890
VoiceOver/VorazunA/GGLose01,Nos fundimos con la noche eterna. /// We become one with the eternal night.=3891
VoiceOver/VorazunA/GGLose02,Korshala Adún. /// Korshala Adun.=3892
VoiceOver/VorazunA/GGWin00,¡En aru'din Shakuras! /// En aru'din Shakuras!=3893
VoiceOver/VorazunA/GGWin01,¡Gloria para los daelaam! /// Glory to the Daelaam!=3894
VoiceOver/VorazunA/GGWin02,¡Contempla el poder de los nerazim! /// Witness the might of the Nerazim!=3895
VoiceOver/VorazunA/GGWin03,Una batalla que pasará a la historia. /// A battle for the legends.=3896
VoiceOver/VorazunA/GGWin04,¿Cómo dicen los terran? ¿"Gee-gee"? /// How do the terrans say it? 'Gee gee?'=3897
VoiceOver/VorazunA/GamePaused00,Un breve respiro. /// A brief respite.=3898
VoiceOver/VorazunA/GamePaused01,Y ahora... a esperar. /// And now... we wait.=3899
VoiceOver/VorazunA/GamePaused02,En la paciencia, se halla el honor. /// In patience, there is honor.=3900
VoiceOver/VorazunA/GameResumed00,No bajes la guardia. La batalla continúa. /// Remain vigilant. The battle continues.=3901
VoiceOver/VorazunA/GameResumed01,Prepárate, comandante. /// Ready yourself, commander.=3902
VoiceOver/VorazunA/GameResumed02,La batalla continúa. /// The battle resumes.=3903
VoiceOver/VorazunA/GeyserExhausted00,Se ha agotado un géiser de gas vespeno.=3904
VoiceOver/VorazunA/GeyserExhausted01,Géiser de gas vespeno agotado.=3905
VoiceOver/VorazunA/GeyserExhaustedProtoss00,Se ha agotado un asimilador. Reasigna a tus sondas. /// An assimilator has run dry. Reassign your probes.=3906
VoiceOver/VorazunA/GeyserExhaustedProtoss01,Has agotado un géiser de gas vespeno. /// You've exhausted a vespene geyser.=3907
VoiceOver/VorazunA/GeyserExhaustedProtoss02,Se ha agotado un géiser de gas vespeno. /// A vespene geyser has been depleted.=3908
VoiceOver/VorazunA/GeyserExhaustedTerran00,Refinería desactivada. Se han agotado las reservas de gas vespeno. /// Refinery offline--vespene gas reserves depleted.=3909
VoiceOver/VorazunA/GeyserExhaustedTerran01,Se han agotado las reservas de vespeno de un géiser. /// A geyser's vespene reserves have been exhausted.=3910
VoiceOver/VorazunA/GeyserExhaustedTerran02,Tus VCE han agotado un géiser de gas vespeno. /// Your SCVs have depleted a vespene geyser.=3911
VoiceOver/VorazunA/GeyserExhaustedZerg00,Tu extractor se ha agotado. /// Your extractor has run dry.=3912
VoiceOver/VorazunA/GeyserExhaustedZerg01,Has extraído todo el vespeno que había en ese géiser. /// You've harvested all the vespene that geyser has to offer.=3913
VoiceOver/VorazunA/GoodLuckHaveFun00,Que Raszagal ilumine el camino a la victoria. /// May Raszagal light the path to victory.=3914
VoiceOver/VorazunA/GoodLuckHaveFun01,Adún toridas. /// Adun toridas.=3915
VoiceOver/VorazunA/LandingInterrupt00,Tu estructura no puede aterrizar en esa ubicación. /// Your structure cannot land at that location.=3916
VoiceOver/VorazunA/LandingInterrupt01,Inaceptable. Tu senda de aterrizaje está bloqueada. /// Unacceptable. Your landing path is blocked.=3917
VoiceOver/VorazunA/LandingInterrupt02,La zona de aterrizaje de tu estructura está ocupada. /// Your structure's landing zone is occupied.=3918
VoiceOver/VorazunA/MaxSupply00,No es posible. Nuestros suministros están al máximo.=3919
VoiceOver/VorazunA/MaxSupply01,Imposible. Hemos llegado al máximo de suministros.=3920
VoiceOver/VorazunA/MaxSupplyProtoss00,No tienes capacidad para agregar más fuerzas. /// You cannot sustain additional forces.=3921
VoiceOver/VorazunA/MaxSupplyProtoss01,Refuerzos no disponibles. Has alcanzado el máximo de suministros. /// Reinforcements unavailable. You've reached maximum supply.=3922
VoiceOver/VorazunA/MaxSupplyTerran00,Has alcanzado el máximo de suministros. /// You've reached maximum supply.=3923
VoiceOver/VorazunA/MaxSupplyTerran01,Has alcanzado el máximo de suministros. ¿No había ya suficientes terran en este sector? /// Maximum supply acquired--were there not enough terrans in this sector already?=3924
VoiceOver/VorazunA/MaxSupplyZerg00,Suministros insuficientes. Hasta el Enjambre tiene sus límites. /// Maximum supply. Even the Swarm has its limits.=3925
VoiceOver/VorazunA/MaxSupplyZerg01,Tu colonia no puede seguir creciendo. Gracias a los dioses... /// Your brood can grow no further. Thank the gods...=3926
VoiceOver/VorazunA/MetamorphosisComplete00,Metamorfosis completa. /// Metamorphosis complete.=3927
VoiceOver/VorazunA/MetamorphosisComplete01,Proceso de metamorfosis completado. /// Metamorphosis process completed.=3928
VoiceOver/VorazunA/MineralsDepleted00,Se ha agotado un campo de minerales. /// A mineral field has been depleted.=3929
VoiceOver/VorazunA/MineralsDepleted01,Has agotado un cúmulo de minerales. /// You've depleted a mineral cluster.=3930
VoiceOver/VorazunA/MineralsDepleted02,Has recolectado todos los minerales del cúmulo. /// You've gathered all available minerals from a cluster.=3931
VoiceOver/VorazunA/MineralsDepleted03,Campo de minerales agotado. Quizá sea hora de pensar en una… ¿base secreta? /// Mineral field exhausted. Perhaps it's time to consider a... hidden base?=3932
VoiceOver/VorazunA/MutationComplete00,Tu mutación se ha completado. /// Your mutation has completed.=3933
VoiceOver/VorazunA/MutationComplete01,Tu colonia ha desarrollado una nueva mutación. /// Your brood has developed a new mutation.=3934
VoiceOver/VorazunA/MutationComplete02,Tu mutación se ha completado. Por los dioses... /// Your mutation is complete. By the gods...=3935
VoiceOver/VorazunA/NeedCreep00,Intenta colocarlo sobre el talo. /// Try placing that on creep.=3936
VoiceOver/VorazunA/NeedCreep01,Debes colocarlo sobre el talo. /// You must place that on creep.=3937
VoiceOver/VorazunA/NeedCreep02,Eso solo puede transformarse sobre el talo. /// That can only be morphed on creep.=3938
VoiceOver/VorazunA/NeedGeyser00,Debemos colocarlo sobre un géiser de gas vespeno.=3939
VoiceOver/VorazunA/NeedGeyser01,Los asimiladores deben transposicionarse sobre un géiser de gas vespeno.=3940
VoiceOver/VorazunA/NeedGeyserProtoss00,Ubicación de transposición inaceptable. Vuelve a intentarlo sobre un géiser de gas vespeno. /// Your assimilator requires a vespene geyser.=3941
VoiceOver/VorazunA/NeedGeyserProtoss01,Se necesita un géiser de gas vespeno. /// Warp location unacceptable--try again on a vespene geyser.=3942
VoiceOver/VorazunA/NeedGeyserProtoss02,Tu asimilador necesita un géiser de gas vespeno. /// Vespene geyser required.=3943
VoiceOver/VorazunA/NeedGeyserTerran00,Debes construir eso sobre un géiser de gas vespeno. /// You must construct that on a vespene geyser.=3944
VoiceOver/VorazunA/NeedGeyserTerran01,Esa estructura necesita un géiser de gas vespeno. /// That structure requires a vespene geyser.=3945
VoiceOver/VorazunA/NeedGeyserTerran02,Tu refinería necesita un géiser de gas vespeno. /// Your refinery requires a vespene geyser.=3946
VoiceOver/VorazunA/NeedGeyserZerg00,Esta estructura debe colocarse sobre un géiser de gas vespeno. /// This structure must be placed on a vespene geyser.=3947
VoiceOver/VorazunA/NeedGeyserZerg01,Se requiere un géiser de gas vespeno. /// A vespene geyser is required.=3948
VoiceOver/VorazunA/NeedGeyserZerg02,Debes colocarlo sobre un géiser de gas vespeno. /// You must place that on a vespene geyser.=3949
VoiceOver/VorazunA/NeedMoreFood00,Debemos construir más pilones.=3950
VoiceOver/VorazunA/NeedMoreFood01,Construye más pilones.=3951
VoiceOver/VorazunA/NeedMoreFood02,Suministros insuficientes. Debemos transposicionar un pilón.=3952
VoiceOver/VorazunA/NeedMoreFoodProtoss00,No tienes suficientes suministros. Transposiciona más pilones. /// You've insufficient supply. Warp in additional pylons.=3953
VoiceOver/VorazunA/NeedMoreFoodProtoss01,Tus guerreros necesitan más pilones. /// Your warriors require additional pylons.=3954
VoiceOver/VorazunA/NeedMoreFoodProtoss02,Se necesitan más pilones. /// Additional pylons are required.=3955
VoiceOver/VorazunA/NeedMoreFoodProtoss03,Debes construir más pilones. /// You must construct additional pylons.=3956
VoiceOver/VorazunA/NeedMoreFoodTerran00,Tienes que construir más depósitos de suministros. /// You must construct additional supply depots.=3957
VoiceOver/VorazunA/NeedMoreFoodTerran01,No tienes suficientes suministros. Construye más depósitos. /// You've not enough supply. Assemble more depots.=3958
VoiceOver/VorazunA/NeedMoreFoodTerran02,No tienes suficientes depósitos de suministros. /// You've insufficient supply depots.=3959
VoiceOver/VorazunA/NeedMoreFoodZerg00,Tu colonia necesita más amos supremos. /// Your brood requires additional overlords.=3960
VoiceOver/VorazunA/NeedMoreFoodZerg01,Tu colonia está al límite. Engendra más amos supremos. /// Your brood is spread too thin. Spawn additional overlords.=3961
VoiceOver/VorazunA/NeedMoreFoodZerg02,Debes engendrar más amos supremos. /// You must spawn additional overlords.=3962
VoiceOver/VorazunA/NeedMoreGas00,Necesitas más gas vespeno. /// You require more vespene gas.=3963
VoiceOver/VorazunA/NeedMoreGas01,No tienes suficiente gas vespeno. /// You've not enough vespene gas.=3964
VoiceOver/VorazunA/NeedMoreGas02,Debes recolectar más gas vespeno. /// You must harvest more vespene gas.=3965
VoiceOver/VorazunA/NeedMoreMinerals00,No tienes suficientes minerales. /// You have not enough minerals.=3966
VoiceOver/VorazunA/NeedMoreMinerals01,No tienes suficientes minerales. Pon a tus recolectores a trabajar. /// You have not enough minerals. Put your harvesters to work.=3967
VoiceOver/VorazunA/NeedMoreMinerals02,Tus reservas de minerales son insuficientes. /// Your mineral reserves are insufficient.=3968
VoiceOver/VorazunA/NotEnoughEnergy00,No tienes suficiente energía. /// You've not enough energy.=3969
VoiceOver/VorazunA/NotEnoughEnergy01,Para usar esa habilidad, necesitas más energía. /// That ability requires more energy.=3970
VoiceOver/VorazunA/NotEnoughEnergy02,Energía insuficiente. /// Insufficient energy.=3971
VoiceOver/VorazunA/NukeReady00,Tu misil nuclear está disponible. /// Your nuclear missile is now available.=3972
VoiceOver/VorazunA/NukeReady01,Hay una carga nuclear lista. /// A nuclear payload is ready.=3973
VoiceOver/VorazunA/NukeReady02,Hay un arma nuclear lista para lanzarse. /// A nuclear weapon is ready for launch.=3974
VoiceOver/VorazunA/PlaceInPowerField00,Debes colocarlo en un campo de energía. /// You must place that in a power field.=3975
VoiceOver/VorazunA/PlaceInPowerField01,Esa estructura necesita un campo de energía. /// That structure requires a power field.=3976
VoiceOver/VorazunA/PlaceInPowerField02,Se requiere un campo de energía. /// A power field is required.=3977
VoiceOver/VorazunA/PylonUnderAttack00,¡Están atacando tu pilón! /// Your pylon is under attack!=3978
VoiceOver/VorazunA/PylonUnderAttack01,¡Tu enemigo ataca un pilón! /// Your foe strikes at a pylon!=3979
VoiceOver/VorazunA/PylonUnderAttack02,¡Están atacando tu pilón! /// Your pylon is under siege!=3980
VoiceOver/VorazunA/QueenDeployed00,Ah... una nueva reina ha surgido de tu colmenar. /// Ah... a new queen has emerged from your hive cluster.=3981
VoiceOver/VorazunA/QueenDeployed01,Una nueva reina espera tus órdenes. /// A new queen awaits your command.=3982
VoiceOver/VorazunA/QueenDeployed02,Hay una nueva reina lista. /// A new queen is ready.=3983
VoiceOver/VorazunA/ResearchComplete00,Investigación finalizada. /// Research complete=3984
VoiceOver/VorazunA/ResearchComplete01,Tu investigación se ha completado. Espero que te sirva. /// Your research is complete. May it serve you well.=3985
VoiceOver/VorazunA/ResearchComplete02,Tu investigación se ha completado. No todas las batallas se ganan con superioridad numérica. /// Your research has completed. Not all battles are won through numbers alone.=3986
VoiceOver/VorazunA/SalvageComplete00,Reciclaje finalizado. /// Salvage completed.=3987
