Character/Name/ArtanisUI,阿塔尼斯 /// Artanis=0
VoiceOver/scboyA/WorkersUnderAttackProtoss04,他们在点杀你的探机，情况不妙啊。=4520
VoiceOver/scboyA/WorkersUnderAttackZerg00,好哥哥，敌人在偷我们工蜂呀。=4521
VoiceOver/scboyA/WorkersUnderAttackZerg01,好哥哥，你农民被打了。=4522
VoiceOver/scboyA/WorkersUnderAttackZerg02,你的农民这下遭重了。=4523
VoiceOver/scboyA/WorkersUnderAttackZerg03,"你的农民被屠了！" "这是要不给活路啊。"=4524
VoiceOver/scboyA/WorkersUnderAttackZerg04,他们在点杀你的工蜂，情况不妙啊。=4525
VoiceOver/scboyA/WorkersUnderAttackZerg05,"他们在打你的工蜂！" "太贱了！"=4526
Character/Name/CarrierShip,风暴战舰 /// Tempest=4527
Character/Name/HellionSiege,恶火（攻城模式） /// Hellion Siege=4528
Character/Name/Mothership,母舰 /// Mothership=4529
Character/Name/ProtossExecutor,执行官 /// Executor=4530
Character/Name/ProtossFlyingCaster,先知 /// Oracle=4531
Character/Name/ZergQueen,异虫虫后 /// Zerg Queen=4532
Conversation/Coop_Transmissions/Group00001,Transmissions for the Co-op maps=4533
Conversation/Coop_Transmissions/Group00002,COOP Free Resources=4534
Conversation/Coop_Transmissions/Group00003,COOP Healing Fountains=4535
Conversation/Coop_Transmissions/Group00004,COOP Free Energy=4536
Conversation/Coop_Transmissions/Group00005,Storms Starting/Started/Ending=4537
Conversation/Coop_Transmissions/Line00001,指挥官，这个区域到处散落着有用的资源。采集这些资源能让我们迅速建立起一支足以消灭敌人的部队。 /// Commander, this area is littered with valuable resources. Collect these resources to quickly raise an army and destroy the enemy.=4538
Conversation/Coop_Transmissions/Line00002,这个区域资源丰富。采集这些资源能让我们迅速建立起一支足以消灭敌人的虫巢部队。 /// This area has many valuable resources. We can gather them to quickly raise a brood and destroy the enemy.=4539
Conversation/Coop_Transmissions/Line00003,指挥官，萨尔纳加神器遍及这个区域。它们可以治疗在其周围的单位。 /// Commander, there are powerful Xel'Naga artifacts throughout this area. They heal nearby units.=4540
Conversation/Coop_Transmissions/Line00004,萨尔纳加神器遍及这个区域。它们可以治疗在其周围的单位。 /// There are powerful Xel'Naga artifacts located throughout this area. They heal nearby units.=4541
Conversation/Coop_Transmissions/Line00005,在一场恶战后为您的部队进行治疗能将伤亡降至最低。 /// You can minimize your losses by healing your army after a large battle.=4542
Conversation/Coop_Transmissions/Line00006,在一场恶战后为虫巢部队进行治疗能将伤亡降至最低。 /// We can minimize losses by healing our brood after a large battle.=4543
Conversation/Coop_Transmissions/Line00007,指挥官，这个区域受到奇特的能量漩涡所影响。能量漩涡激活时，所有技能都不再消耗能量。 /// Commander, this area is affected by unique energy vortexes. While one is active, all abilities cost no energy.=4544
Conversation/Coop_Transmissions/Line00008,这个区域受到奇特的能量漩涡所影响。能量漩涡激活时，所有技能都不再消耗能量。 /// This area is affected by unique energy vortexes. While one is active, all abilities cost no energy.=4545
Conversation/Coop_Transmissions/Line00009,您应该在能量漩涡激活时发起攻击，以充分利用不消耗能量施放技能的大好时机。 /// You should attack while a vortex is active, to make use of the free abilities.=4546
Conversation/Coop_Transmissions/Line00010,我们应该在能量漩涡激活时发起攻击，以充分利用不消耗能量施放技能的大好时机。 /// We should attack while a vortex is active, to make use of the free abilities.=4547
Conversation/Coop_Transmissions/Line00011,能量漩涡即将形成。 /// An energy vortex is about to form.=4548
Conversation/Coop_Transmissions/Line00012,能量漩涡已经形成。 /// An energy vortex has formed.=4549
Conversation/Coop_Transmissions/Line00013,能量漩涡正在消失。 /// The energy vortex is fading.=4550
Conversation/Coop_Transmissions/Line00014,能量漩涡已经形成。 /// An energy vortex has formed.=4551
Conversation/Coop_Transmissions/Line00015,能量漩涡即将形成。 /// An energy vortex is about to form.=4552
Conversation/Coop_Transmissions/Line00016,能量漩涡正在消失。 /// The energy vortex is fading.=4553
Conversation/Coop_Transmissions/Line00017,能量漩涡即将形成。 /// An energy vortex is about to form.=4554
Conversation/Coop_Transmissions/Line00018,能量漩涡已经形成。 /// An energy vortex has formed.=4555
Conversation/Coop_Transmissions/Line00019,能量漩涡正在消失。 /// The energy vortex is fading.=4556
Conversation/Coop_Transmissions/Line00020,执行官，这个区域资源丰富。采集这些资源能让我们迅速建立起一支足以消灭敌人的部队。 /// Executor, this region contains many valuable resources. Collect them to quickly raise an army and destroy the enemy.=4557
Conversation/Coop_Transmissions/Line00021,执行官，萨尔纳加神器遍及这个区域。它们可以治疗在其周围的单位。 /// Executor, there are powerful Xel'Naga artifacts throughout this area. They heal nearby units.=4558
Conversation/Coop_Transmissions/Line00022,在一场恶战后为您的部队进行治疗能将伤亡降至最低。 /// You can minimize our losses by healing your army after a large battle.=4559
Conversation/Coop_Transmissions/Line00023,执行官，这个区域受到奇特的能量漩涡所影响。能量漩涡激活时，所有技能都不再消耗能量。 /// Executor, this area is affected by unique energy vortexes. While one is active, all abilities cost no energy.=4560
Conversation/Coop_Transmissions/Line00024,您应该在能量漩涡激活时发起攻击，以充分利用不消耗能量施放技能的大好时机。 /// You should attack while a vortex is active, to make use of the free abilities.=4561
Conversation/Name/Coop_Transmissions,多人合作模式—信息传送=4562
Conversation/Name/zVO_Mothership,Unit VO Protoss Mothership=4563
Conversation/Name/zVO_ProtossOracle,Unit VO Protoss Oracle=4564
Conversation/Name/zVO_ProtossTempest,Unit VO Protoss Tempest=4565
Conversation/Name/zVO_TerranBattlecruiser,Unit VO Terran Battlecruiser=4566
Conversation/Name/zVO_TerranWarhound,Unit VO Terran Warhound=4567
Conversation/zVO_Mothership/Group00001,Unit VO=4568
Conversation/zVO_Mothership/Group00002,Neural Parasite=4569
Conversation/zVO_Mothership/Group00003,Ready=4570
Conversation/zVO_Mothership/Group00004,What=4571
Conversation/zVO_Mothership/Group00005,攻击=4572
Conversation/zVO_Mothership/Line00001,同化完成。 /// Assimilation successful.=4573
Conversation/zVO_Mothership/Line00002,有何指令? /// Your command?=4574
Conversation/zVO_Mothership/Line00003,等候调遣。 /// Awaiting directive.=4575
Conversation/zVO_Mothership/Line00004,为了虫群。 /// For the Swarm.=4576
Conversation/zVO_Mothership/Line00005,遵命。 /// I obey.=4577
Conversation/zVO_ProtossOracle/Group00001,Unit VO=4578
Conversation/zVO_ProtossOracle/Group00002,Ready=4579
Conversation/zVO_ProtossOracle/Group00003,What=4580
Conversation/zVO_ProtossOracle/Group00004,Yes=4581
Conversation/zVO_ProtossOracle/Group00006,Help=4582
Conversation/zVO_ProtossOracle/Group00007,Pissed=4583
Conversation/zVO_ProtossOracle/Group00008,Death=4584
Conversation/zVO_ProtossOracle/Group00009,Neural Parasite=4585
Conversation/zVO_ProtossOracle/Group00010,Ready=4586
Conversation/zVO_ProtossOracle/Group00011,What=4587
Conversation/zVO_ProtossOracle/Group00012,攻击=4588
Conversation/zVO_ProtossOracle/Line00001,同化完成。 /// Assimilation successful.=4589
Conversation/zVO_ProtossOracle/Line00002,有何指令? /// Your command?=4590
Conversation/zVO_ProtossOracle/Line00003,为虫群而战。 /// For the Swarm.=4591
Conversation/zVO_ProtossOracle/Line00004,遵命。 /// I obey.=4592
Conversation/zVO_ProtossOracle/Line00005,空间之弦：调音完毕。 /// Dimensional strings: attuned.=4593
Conversation/zVO_ProtossOracle/Line00006,感知神谕。 /// Oracle perceiving.=4594
Conversation/zVO_ProtossOracle/Line00007,你需要指导吗？ /// You seek guidance?=4595
Conversation/zVO_ProtossOracle/Line00008,我能怎么帮你？ /// How can I aid you?=4596
Conversation/zVO_ProtossOracle/Line00009,看透命运的每一章节。 /// The threads of fate lie bare.=4597
Conversation/zVO_ProtossOracle/Line00010,我们开始。 /// Let us begin.=4598
Conversation/zVO_ProtossOracle/Line00011,一个预兆？ /// An omen?=4599
Conversation/zVO_ProtossOracle/Line00012,前途未卜。 /// Our window is short.=4600
Conversation/zVO_ProtossOracle/Line00013,En aru'din Raszagal.（翻译：为了纪念拉莎加尔） /// En aru'din Raszagal. (Translation: In memory of Raszagal)=4601
Conversation/zVO_ProtossOracle/Line00014,我明白了。 /// I see.=4602
Conversation/zVO_ProtossOracle/Line00015,诠释命运。 /// We interpret.=4603
Conversation/zVO_ProtossOracle/Line00016,Na zuktai. (We interpret.) /// Na zuktai. (We interpret.)=4604
Conversation/zVO_ProtossOracle/Line00017,命中注定。 /// It is destined.=4605
Conversation/zVO_ProtossOracle/Line00018,今日天象为吉。 /// The stars align.=4606
Conversation/zVO_ProtossOracle/Line00019,我们的命运相同。 /// Our fates are one.=4607
Conversation/zVO_ProtossOracle/Line00020,协调一致。 /// Harmonized.=4608
Conversation/zVO_ProtossOracle/Line00021,预测之弦。 /// Extrapolating strings.=4609
Conversation/zVO_ProtossOracle/Line00022,敌人发现了我们！ /// The enemy has discovered us!=4610
Conversation/zVO_ProtossOracle/Line00023,我们遇见了我们的宿命！ /// We meet our fate!=4611
Conversation/zVO_ProtossOracle/Line00024,<Death Exertion> /// <Death Exertion>=4612
Conversation/zVO_ProtossOracle/Line00025,我们是命运的作曲家。 /// We are the architects of fate.=4613
Conversation/zVO_ProtossOracle/Line00026,不，你看不到我的“乐谱”。 /// No you cannot see my "software."=4614
Conversation/zVO_ProtossOracle/Line00027,<班卓琴弦断了>等等，我的琴弦断了。<调音> /// <banjo string breaks> Hold on, I broke a sting. <tuning sounds>=4615
Conversation/zVO_ProtossOracle/Line00028,让我们一窥未来的奥秘。<摇一摇魔法8号球>预言很模糊，再试一次。 /// Let us peer into possible futures. <shakes magic 8 ball> Reply hazy, try again.=4616
Conversation/zVO_ProtossOracle/Line00029,未来永远在改变。很难探测。 /// Always in motion is the future. Difficult to see.=4617
Conversation/zVO_ProtossOracle/Line00030,我预见一个对你很重要的人正身处危险，他姓张……不是？那他一定姓沈。 /// I see someone important to you is in danger, their name begins with a G... No? Maybe a B?=4618
Conversation/zVO_ProtossOracle/Line00031,斯巴达在卡尼亚节上可不能上战场。哦，对不起……说这个有点晚了。 /// Sparta must not go to war during Carnea. Oh, sorry... A little late on that one.=4619
Conversation/zVO_ProtossOracle/Line00032,男人不该过多了解自己的命运。对女人来说倒没什么关系。 /// No man should know too much about their own destiny. It's completely fine for women though.=4620
Conversation/zVO_ProtossOracle/Line00033,你想要打仗？<隔绝罩音效播放>你连晶体矿都不够！ /// You wish to do battle? <Entomb sound effect plays> I don't think you've go the minerals!=4621
Conversation/zVO_ProtossOracle/Line00034,时间在我这一边。是的，没错。 /// Time is on my side. Yes it is.=4622
Conversation/zVO_ProtossOracle/Line00035,等候调遣。 /// Awaiting directive.=4623
Conversation/zVO_ProtossTempest/Group00001,Unit VO=4624
Conversation/zVO_ProtossTempest/Group00002,Ready=4625
Conversation/zVO_ProtossTempest/Group00003,What=4626
Conversation/zVO_ProtossTempest/Group00004,Yes=4627
Conversation/zVO_ProtossTempest/Group00005,Attack=4628
Conversation/zVO_ProtossTempest/Group00006,Help=4629
Conversation/zVO_ProtossTempest/Group00007,Pissed=4630
Conversation/zVO_ProtossTempest/Group00008,Death=4631
Conversation/zVO_ProtossTempest/Group00009,Neural Parasite=4632
Conversation/zVO_ProtossTempest/Group00010,Ready=4633
Conversation/zVO_ProtossTempest/Group00011,What=4634
Conversation/zVO_ProtossTempest/Group00012,Attack=4635
Conversation/zVO_ProtossTempest/Line00001,同化完成。 /// Assimilation successful.=4636
Conversation/zVO_ProtossTempest/Line00002,有何指令? /// Your command?=4637
Conversation/zVO_ProtossTempest/Line00003,为虫群而战。 /// For the Swarm.=4638
Conversation/zVO_ProtossTempest/Line00004,遵命。 /// I obey.=4639
Conversation/zVO_ProtossTempest/Line00005,为我指明复仇之路。 /// Direct my vengeance.=4640
Conversation/zVO_ProtossTempest/Line00006,动能矩阵：开启。 /// Kinetic matrix: active.=4641
Conversation/zVO_ProtossTempest/Line00007,我们寻求公正。 /// We seek justice!=4642
Conversation/zVO_ProtossTempest/Line00008,Na ur'mok Aiur. (翻译：我们不忘艾尔。) /// Na ur'mok Aiur. (Translation: We remember Aiur.)=4643
Conversation/zVO_ProtossTempest/Line00009,我们不惧怕任何敌人。 /// We fear no enemy.=4644
Conversation/zVO_ProtossTempest/Line00010,胜利就在眼前！ /// Victory is in our grasp!=4645
Conversation/zVO_ProtossTempest/Line00011,黄金舰队等待着。 /// The golden armada awaits.=4646
Conversation/zVO_ProtossTempest/Line00012,我们必将复仇！ /// Vengeance is ours!=4647
Conversation/zVO_ProtossTempest/Line00013,释放风暴？ /// Our charge?=4648
Conversation/zVO_ProtossTempest/Line00014,确认。 /// Confirmed.=4649
Conversation/zVO_ProtossTempest/Line00015,向胜利前进！ /// Forward to victory!=4650
Conversation/zVO_ProtossTempest/Line00016,成事在天。 /// Throw fate to the winds.=4651
Conversation/zVO_ProtossTempest/Line00017,风暴正在酝酿。 /// A storm is brewing.=4652
Conversation/zVO_ProtossTempest/Line00018,为了荣誉！ /// For glory!=4653
Conversation/zVO_ProtossTempest/Line00019,Por zalah!(翻译：为了荣誉！) /// Por zalah! (Translation: For glory!)=4654
Conversation/zVO_ProtossTempest/Line00020,动能矩阵：充能完毕。 /// Kinetic matrix: charged.=4655
Conversation/zVO_ProtossTempest/Line00021,感受我们的愤怒！ /// Feel our fury!=4656
Conversation/zVO_ProtossTempest/Line00022,你的末日到了！ /// Your end has come!=4657
Conversation/zVO_ProtossTempest/Line00023,我们是正义的长矛！ /// We are the spear of justice!=4658
Conversation/zVO_ProtossTempest/Line00024,胜利在望。 /// Victory is assured.=4659
Conversation/zVO_ProtossTempest/Line00025,Aradal zu mah. (翻译：胜利在望) /// Aradal zu mah. (Translation: Victory is assured.)=4660
Conversation/zVO_ProtossTempest/Line00026,攻其不备。 /// Strike without warning.=4661
Conversation/zVO_ProtossTempest/Line00027,超负荷运转！ /// Directing overload!=4662
Conversation/zVO_ProtossTempest/Line00028,我们在荣耀之战中奋勇杀敌！ /// We meet the enemy in glorious battle!=4663
Conversation/zVO_ProtossTempest/Line00029,船体受损！ /// Hull integrity failing!=4664
Conversation/zVO_ProtossTempest/Line00030,我们会追击我们的敌人到宇宙的尽头。 /// We will pursue our enemies across the stars.=4665
Conversation/zVO_ProtossTempest/Line00031,这艘舰船不是为社交而设计的。 /// This vessel was not designed for social interaction.=4666
Conversation/zVO_ProtossTempest/Line00032,你……令人厌烦。 /// You are... irritating.=4667
Conversation/zVO_ProtossTempest/Line00033,航母是什么？我没听说过。 /// Carrier? I hardly know her.=4668
Conversation/zVO_ProtossTempest/Line00034,风暴战舰每次都能一炮致命……除了打偏的时候。 /// Never strike twice... unless it's still moving.=4669
Conversation/zVO_ProtossTempest/Line00035,我听不见，因为风暴在轰鸣。 /// I can't hear you over the sound of the storm.=4670
Conversation/zVO_ProtossTempest/Line00036,到底什么是千兆瓦？ /// What exactly is a jiggawatt?=4671
Conversation/zVO_ProtossTempest/Line00037,我的老天，好大的闪电球。 /// Goodness gracious, great balls of lightning.=4672
Conversation/zVO_ProtossTempest/Line00038,电压杀不了敌人，杀人的是后面的大爆炸。 /// It's not the voltage that kills, it's that big explosion afterwards.=4673
Conversation/zVO_ProtossTempest/Line00039,我没嘴巴，但我好想尖叫。 /// I have no mouth, and I must scream.=4674
Conversation/zVO_ProtossTempest/Line00040,<爆炸声> /// <Explosion>=4675
Conversation/zVO_ProtossTempest/Line00041,等候调遣。 /// Awaiting directive.=4676
Conversation/zVO_TerranBattlecruiser/Group00001,Unit VO=4677
Conversation/zVO_TerranBattlecruiser/Group00002,Neural Parasite=4678
Conversation/zVO_TerranBattlecruiser/Group00003,Ready=4679
Conversation/zVO_TerranBattlecruiser/Group00004,What=4680
Conversation/zVO_TerranBattlecruiser/Group00005,攻击=4681
Conversation/zVO_TerranBattlecruiser/Line00001,同化完成。 /// Assimilation successful.=4682
Conversation/zVO_TerranBattlecruiser/Line00002,有何指令? /// Your command?=4683
Conversation/zVO_TerranBattlecruiser/Line00003,等候调遣。 /// Awaiting directive.=4684
Conversation/zVO_TerranBattlecruiser/Line00004,为虫群而战。 /// For the Swarm.=4685
Conversation/zVO_TerranBattlecruiser/Line00005,遵命。 /// I obey.=4686
Conversation/zVO_TerranHellion/Group00001,Unit VO=4687
Conversation/zVO_TerranHellion/Group00002,Ready=4688
Conversation/zVO_TerranHellion/Group00003,What=4689
Conversation/zVO_TerranHellion/Group00004,Yes=4690
Conversation/zVO_TerranHellion/Group00005,Attack=4691
Conversation/zVO_TerranHellion/Group00006,Help=4692
Conversation/zVO_TerranHellion/Group00007,Pissed=4693
Conversation/zVO_TerranHellion/Group00008,Death=4694
Conversation/zVO_TerranHellion/Group00009,Neural Parasite=4695
Conversation/zVO_TerranHellion/Group00010,Ready=4696
Conversation/zVO_TerranHellion/Group00011,What=4697
Conversation/zVO_TerranHellion/Group00012,Attack=4698
Conversation/zVO_TerranHellion/Line00001,同化完成。 /// Assimilation successful.=4699
Conversation/zVO_TerranHellion/Line00002,有何指令? /// Your command?=4700
Conversation/zVO_TerranHellion/Line00003,为虫群而战。 /// For the Swarm.=4701
Conversation/zVO_TerranHellion/Line00004,遵命。 /// I obey.=4702
Conversation/zVO_TerranHellion/Line00005,地狱蝙蝠来了！ /// Hellbat coming through!=4703
Conversation/zVO_TerranHellion/Line00006,什么情况？ /// What's the story?=4704
Conversation/zVO_TerranHellion/Line00007,请讲。 /// Talk to me.=4705
Conversation/zVO_TerranHellion/Line00008,我能听见。 /// I hear ya.=4706
Conversation/zVO_TerranHellion/Line00009,满腔热血无处释放啊，老板。 /// Getting fired up here, boss.=4707
Conversation/zVO_TerranHellion/Line00010,让我们烧点东西吧！ /// Let's set something on fire!=4708
Conversation/zVO_TerranHellion/Line00011,出发！ /// Here we go!=4709
Conversation/zVO_TerranHellion/Line00012,说。 /// Word.=4710
Conversation/zVO_TerranHellion/Line00013,就是！ /// Hell yeah!=4711
Conversation/zVO_TerranHellion/Line00014,一切完成。 /// Done and done.=4712
Conversation/zVO_TerranHellion/Line00015,热火朝天。 /// Hot footin' out there.=4713
Conversation/zVO_TerranHellion/Line00016,等不及了。 /// Can't wait.=4714
Conversation/zVO_TerranHellion/Line00017,行动中！ /// In motion!=4715
Conversation/zVO_TerranHellion/Line00018,尝尝凝固汽油！ /// Taste napalm!=4716
Conversation/zVO_TerranHellion/Line00019,烧死他们。 /// Smoke 'em.=4717
Conversation/zVO_TerranHellion/Line00020,让他们吃点苦头。 /// Let's give 'em hell.=4718
Conversation/zVO_TerranHellion/Line00021,喷火！ /// Flame on!=4719
Conversation/zVO_TerranHellion/Line00022,烧啊宝贝儿，烧！ /// Burn baby, burn!=4720
Conversation/zVO_TerranHellion/Line00023,我等不及啦！ /// Looking forward to this!=4721
Conversation/zVO_TerranHellion/Line00024,真暖和！ /// Toasty!=4722
Conversation/zVO_TerranHellion/Line00025,呃，这边打得好激烈！ /// Uh, it's heating up out here!=4723
Conversation/zVO_TerranHellion/Line00026,能给点火力支援吗？ /// Got any extra firepower?=4724
Conversation/zVO_TerranHellion/Line00027,说实话，我烧的菜比我烧的东西少多了。 /// To be honest, I don't cook so much as I burn things.=4725
Conversation/zVO_TerranHellion/Line00028,把你烤焦，我好逍遥。 /// You'll be grillin' while I be chillin'.=4726
Conversation/zVO_TerranHellion/Line00029,见鬼的，看清楚，是我。 /// Hell ain't other people... It's me!=4727
Conversation/zVO_TerranHellion/Line00030,别管轮胎了，让我们去烧点东西。 /// (bleep) the tires, let's light some fires.=4728
Conversation/zVO_TerranHellion/Line00031,我的热情，好像一把火，燃烧了整个沙漠！ /// The flame that burns twice as bright... burns half... the twice... wait a minute.... two divided by... (trails off)=4729
Conversation/zVO_TerranHellion/Line00032,快看看！他们给了我个机器人！ /// Check it out! They gave me a robot!=4730
Conversation/zVO_TerranHellion/Line00033,这玩意肯定花了他们不少钱。 /// <whistle> This thing had to set em back a pretty penny.=4731
Conversation/zVO_TerranHellion/Line00034,变形出发！ /// Transform and roll out!=4732
Conversation/zVO_TerranHellion/Line00035,我只想看到整个世界都在燃烧。 /// I just want to watch the world burn.=4733
Conversation/zVO_TerranHellion/Line00036,我们没水了！就让那个傻（哔）烧死吧！ /// We ain't got no water! Just let the mother(bleep) burn!=4734
Conversation/zVO_TerranHellion/Line00037,防火材料？嗯，那不管用。 /// Flame retardant? Well, you're half right.=4735
Conversation/zVO_TerranHellion/Line00038,烧得没油了。 /// All outta juice.=4736
Conversation/zVO_TerranHellion/Line00039,烧光了。 /// Burnt out=4737
Conversation/zVO_TerranHellion/Line00040,等候调遣。 /// Awaiting directive.=4738
Conversation/zVO_TerranWarhound/Group00001,Unit VO=4739
Conversation/zVO_TerranWarhound/Group00002,Ready=4740
Conversation/zVO_TerranWarhound/Group00003,What=4741
Conversation/zVO_TerranWarhound/Group00004,Yes=4742
Conversation/zVO_TerranWarhound/Group00005,Attack=4743
Conversation/zVO_TerranWarhound/Group00006,Help=4744
Conversation/zVO_TerranWarhound/Group00007,Pissed=4745
Conversation/zVO_TerranWarhound/Group00008,Death=4746
Conversation/zVO_TerranWarhound/Group00009,Neural Parasite=4747
Conversation/zVO_TerranWarhound/Group00010,Ready=4748
Conversation/zVO_TerranWarhound/Group00011,What=4749
Conversation/zVO_TerranWarhound/Group00012,Attack=4750
Conversation/zVO_TerranWarhound/Line00001,同化完成。 /// Assimilation successful.=4751
Conversation/zVO_TerranWarhound/Line00002,有何指令? /// Your command?=4752
Conversation/zVO_TerranWarhound/Line00003,为虫群而战。 /// For the Swarm.=4753
Conversation/zVO_TerranWarhound/Line00004,遵命。 /// I obey.=4754
Conversation/zVO_TerranWarhound/Line00005,铁罐头上战场啦。 /// Tin can's ready to roll.=4755
Conversation/zVO_TerranWarhound/Line00006,战狼启动。 /// Warhound online.=4756
Conversation/zVO_TerranWarhound/Line00007,收到通讯。 /// Comm recieving.=4757
Conversation/zVO_TerranWarhound/Line00008,我能为你做什么？ /// What can I do for ya?=4758
Conversation/zVO_TerranWarhound/Line00009,我正听着呢。 /// I'm listening.=4759
Conversation/zVO_TerranWarhound/Line00010,喊得大声点，小伙子。 /// Say it loud and proud, son.=4760
Conversation/zVO_TerranWarhound/Line00011,你想干吗？ /// What do ya want?=4761
Conversation/zVO_TerranWarhound/Line00012,你害羞了？ /// You shy?=4762
Conversation/zVO_TerranWarhound/Line00013,你在操什么心呢？ /// What's eating at ya?=4763
Conversation/zVO_TerranWarhound/Line00014,行动。 /// Movin'.=4764
Conversation/zVO_TerranWarhound/Line00015,听起来不错。 /// Sounds good.=4765
Conversation/zVO_TerranWarhound/Line00016,行，没问题。 /// Sure, why not.=4766
Conversation/zVO_TerranWarhound/Line00017,知道了。 /// I gotcha.=4767
Conversation/zVO_TerranWarhound/Line00018,我没什么意见。 /// Alright with me.=4768
Conversation/zVO_TerranWarhound/Line00019,不成问题。 /// Not a problem.=4769
Conversation/zVO_TerranWarhound/Line00020,明白。 /// Understood.=4770
Conversation/zVO_TerranWarhound/Line00021,小机器人在路上。 /// Skinny on the way.=4771
Conversation/zVO_TerranWarhound/Line00022,烧死他们！ /// Light em up!=4772
Conversation/zVO_TerranWarhound/Line00023,准备交战。 /// Going hostile.=4773
Conversation/zVO_TerranWarhound/Line00024,轨道枪热着呢。 /// Railgun's toasty.=4774
Conversation/zVO_TerranWarhound/Line00025,又要少一个你这样的人。 /// Bout to be one less of you.=4775
Conversation/zVO_TerranWarhound/Line00026,让我们来找点麻烦！ /// Let's make some enemies!=4776
Conversation/zVO_TerranWarhound/Line00027,你得到了我的同意。 /// You've got my approval=4777
Conversation/zVO_TerranWarhound/Line00028,是我的风格。 /// Speaking my language.=4778
Conversation/zVO_TerranWarhound/Line00029,是时候了！ /// Bout dang time!=4779
Conversation/zVO_TerranWarhound/Line00030,这边死了好多战士！ /// Some good men are dying out here!=4780
Conversation/zVO_TerranWarhound/Line00031,我们需要支援，越快越好！ /// We need backup, ASAP!=4781
Conversation/zVO_TerranWarhound/Line00032,射死你。 /// Shoot.=4782
Conversation/zVO_TerranWarhound/Line00033,说真的，你再这样，我真要向你开枪了。 /// Seriously, if you don't stop that I will shoot you.=4783
Conversation/zVO_TerranWarhound/Line00034,<黏糊的碎裂声>噢。我是踩着东西还是踩着人了？ /// <sound of robot foot crushing something squish> Oops. What, or who, did I just step on?=4784
Conversation/zVO_TerranWarhound/Line00035,老狗也会咬人。 /// This ol' dog still bites.=4785
Conversation/zVO_TerranWarhound/Line00036,你问我有什么建议？那就是先开枪，再说话。 /// Ya need some advice? Shoot first. No questions.=4786
Conversation/zVO_TerranWarhound/Line00037,难道没人跟你说过，不要自找麻烦？ /// Didn't anyone ever tell ya to let sleeping dogs lie?=4787
Conversation/zVO_TerranWarhound/Line00038,指挥官，我们得好好谈谈。 /// Commander, you and me are about to have words.=4788
Conversation/zVO_TerranWarhound/Line00039,老大可不是请我来当保姆的。 /// Brass ain't paying me to babysit.=4789
Conversation/zVO_TerranWarhound/Line00040,别拿军衔压我，我可不吃这一套。 /// Why don't you take that chain of command and go hang yourself with it.=4790
Conversation/zVO_TerranWarhound/Line00041,<用嘴装出来的噪音>哦，不好！没信号了！ /// (Fakes static with his mouth) Oh no! You're breaking up!=4791
Conversation/zVO_TerranWarhound/Line00042,人总有死的时候。 /// Bound to happen sometime.=4792
Conversation/zVO_TerranWarhound/Line00043,该死的。 /// Rats.=4793
Conversation/zVO_TerranWarhound/Line00044,等候调遣。 /// Awaiting directive.=4794
Conversation/zVO_TerranWarhound/Line00045,机甲准备作战。 /// This mech's prepped for battle.=4795
Conversation/InfantryJumper/Group00001,单位语音=4796
Conversation/InfantryJumper/Group00002,准备就绪=4797
Conversation/InfantryJumper/Group00003,What=4798
Conversation/InfantryJumper/Group00004,遵命=4799
Conversation/InfantryJumper/Group00005,Attack=4800
Conversation/InfantryJumper/Group00006,帮助=4801
Conversation/InfantryJumper/Group00007,Pissed=4802
Conversation/InfantryJumper/Group00008,Death=4803
Conversation/InfantryJumper/Group00009,神经寄生=4804
Conversation/InfantryJumper/Group00010,准备就绪=4805
Conversation/InfantryJumper/Group00011,What=4806
Conversation/InfantryJumper/Group00012,Attack=4807
Conversation/InfantryJumper/Group00013,Death=4808
Conversation/InfantryJumper/Line00001,同化完成。 /// Assimilation successful.=4809
Conversation/InfantryJumper/Line00002,有何指令? /// Your command?=4810
Conversation/InfantryJumper/Line00003,等候调遣。 /// Awaiting directive.=4811
Conversation/InfantryJumper/Line00004,为虫群而战。 /// For the Swarm.=4812
Conversation/InfantryJumper/Line00005,遵命。 /// I obey.=4813
Conversation/InfantryJumper/Line00006,装备启动完成。 /// Rig startup complete.=4814
Conversation/InfantryJumper/Line00007,说吧，老大。 /// Speak up, boss.=4815
Conversation/InfantryJumper/Line00008,我听见了。 /// I read ya.=4816
Conversation/InfantryJumper/Line00009,你有何吩咐，伙计？ /// Whatcha need, man?=4817
Conversation/InfantryJumper/Line00010,嗯？ /// Hmm?=4818
Conversation/InfantryJumper/Line00011,有活儿要找我做吗？ /// Got some work for me?=4819
Conversation/InfantryJumper/Line00012,好吧，我这就去。 /// Alrighty, I'm moving.=4820
Conversation/InfantryJumper/Line00013,收到。 /// Got it.=4821
Conversation/InfantryJumper/Line00016,噢，知道了。 /// Oh, I see it.=4822
Conversation/InfantryJumper/Line00017,马上开钩。 /// Book'n and hook'n.=4823
Conversation/InfantryJumper/Line00018,嘿，你说了算。 /// Hey, you're the boss.=4824
Conversation/InfantryJumper/Line00019,那家伙肯定要吓一跳。 /// This guy's in for a shock.=4825
Conversation/InfantryJumper/Line00020,把他们给卸了。 /// Let's crack 'em a part.=4826
Conversation/InfantryJumper/Line00021,烧烤时间到！ /// Sizzlin' time!=4827
Conversation/InfantryJumper/Line00022,就喜欢干这事。 /// Love this part.=4828
