Character/Description/Hill,This is the same character that appears in the Wings of Liberty campaign. (Already cast). A gruff mercenary captain who has had a hard life on the battlefield, he fights for profit and not for a cause.=0
Character/Name/ArtanisUI,아르타니스 /// Artanis=1
VoiceOver/TychusAnnouncer/BuildError00,거기엔 건설할 수 없어. /// Can't build there.=3744
VoiceOver/TychusAnnouncer/BuildError01,그런 건 할 수 없어, 친구. /// No can do, partner.=3745
VoiceOver/TychusAnnouncer/BuildError02,거기엔 지을 수 없는 거 알잖아. /// Y'know you can't build on that.=3746
VoiceOver/TychusAnnouncer/BuildErrorProtoss00,거기엔 소환할 수 없어. /// Can't warp there.=3747
VoiceOver/TychusAnnouncer/BuildErrorZerg00,그런 일이 제대로 될 리가 없지. /// No way is that gonna work.=3748
VoiceOver/TychusAnnouncer/CalldownLaunch00,핵 공격이 감지됐다. /// Nuclear launch detected.=3749
VoiceOver/TychusAnnouncer/CalldownLaunch01,뜨거운 핵 폭탄이 네 쪽으로 가고 있어. /// Got a hot, fresh nuke comin' your way.=3750
VoiceOver/TychusAnnouncer/CommandCenterUpgraded00,사령부 업그레이드 완료. /// Command center upgrade complete.=3751
VoiceOver/TychusAnnouncer/ConstructInterrupt00,건설로봇이 방해를 받았군. /// SCVs got interrupted.=3752
VoiceOver/TychusAnnouncer/ConstructInterrupt01,젠장, 건설로봇이 방해를 받았잖아. /// Damn SCVs got distracted.=3753
VoiceOver/TychusAnnouncer/ConstructInterrupt02,멍청한 건설로봇들이 놀고 있는데. /// Those fool SCVs stopped workin'.=3754
VoiceOver/TychusAnnouncer/Countdown00,오... 사... 삼... 이... 일... /// Five... Four... Three... Two... One...=3755
VoiceOver/TychusAnnouncer/EndGame00,아주 솜씨가 좋은데? /// Real smooth, ain't ya?=3756
VoiceOver/TychusAnnouncer/EndGame01,승리했잖아. 아주 멋진데,  꼬마. /// Victory, it looks good on ya, kid.=3757
VoiceOver/TychusAnnouncer/EndGameLost00,걱정하지 마. 언제든 다시 붙어 볼 수 있으니까. /// Don't worry. There's always a rematch.=3758
VoiceOver/TychusAnnouncer/EndGameTied00,이런, 깜짝이야. 무승부잖아. /// Well I'll be damned. Y'all tied.=3759
VoiceOver/TychusAnnouncer/EvolutionComplete00,진화가 끝났어... 그게 뭔진 몰라도 말이야. /// It's done evolvin'... whatever it is.=3760
VoiceOver/TychusAnnouncer/EvolutionComplete01,뭔가 한 무리가 진화를 마쳤는데. /// You evolved yourself a pile of somethin'.=3761
VoiceOver/TychusAnnouncer/ForcesUnderAttack00,아군이 싸우고 있어. /// Your forces are in combat.=3762
VoiceOver/TychusAnnouncer/ForcesUnderAttack01,우리 병력이 공격받고 있군. /// Forces under attack.=3763
VoiceOver/TychusAnnouncer/ForcesUnderAttack02,우리 병사들이 사격을 시작했어. /// Your forces are openin' fire.=3764
VoiceOver/TychusAnnouncer/ForcesUnderAttackProtoss00,우리 전사들이 아주 난동을 부리고 있네. /// Your warriors are causing some mayhem.=3765
VoiceOver/TychusAnnouncer/ForcesUnderAttackProtoss01,전사들이 본격적으로 활약하고 있는걸. /// Warriors are out there givin' as good as they get.=3766
VoiceOver/TychusAnnouncer/ForcesUnderAttackZerg00,우리 무리가 물어뜯을 대상을 찾은 것 같아. /// Your brood found somethin' to chew on.=3767
VoiceOver/TychusAnnouncer/ForcesUnderAttackZerg01,우리 무리가 난전에 뛰어들었어. /// Your brood's entered the fray.=3768
VoiceOver/TychusAnnouncer/ForcesUnderAttackZerg02,우리 벌레들이 공격하고 있어. /// Your bugs are attackin'.=3769
VoiceOver/TychusAnnouncer/GamePaused00,잠깐 쉬자고. 시원하게 한 잔 해! /// Take a break. Get yourself a cold one!=3770
VoiceOver/TychusAnnouncer/GameResumed00,아아... 옛 생각 나는데. /// *SFX: beverage can opening* Ahhh... just like old times.=3771
VoiceOver/TychusAnnouncer/GeyserExhausted00,간헐천이 고갈됐어. /// Geyser's done.=3772
VoiceOver/TychusAnnouncer/GeyserExhausted01,간헐천이 다 말라 버렸어. /// Geyser's dried up.=3773
VoiceOver/TychusAnnouncer/LandingInterrupt00,착륙 지역에 방해물이 있잖아. /// Landing zone's blocked.=3774
VoiceOver/TychusAnnouncer/MULEDeployed00,지게로봇이 배치됐어. /// MULEs deployed.=3775
VoiceOver/TychusAnnouncer/MaxSupply00,보급품이 최대치에 도달했잖아... 굉장한데! /// Ya hit max supply... Look at that!=3776
VoiceOver/TychusAnnouncer/MaxSupply01,살살 하라고. 보급품은 이미 최대야. /// Easy there, you're already capped.=3777
VoiceOver/TychusAnnouncer/MetamorphosisComplete00,이야, 변태 하나는 아주 제대로 했는데. 안 그래? /// Well, you did yourself a real metamorphosis there, didn't ya?=3778
VoiceOver/TychusAnnouncer/MetamorphosisComplete01,이게 진짜 변태지... /// Now that's a metamorphosis...=3779
VoiceOver/TychusAnnouncer/MineralsDepleted00,광물 덩어리가 바닥났어. /// Mineral cluster's all gone.=3780
VoiceOver/TychusAnnouncer/MineralsDepleted01,거기서는 이제 광물을 더 캘 수 없겠어. /// That's all the minerals you're gettin' outta that cluster.=3781
VoiceOver/TychusAnnouncer/MineralsDepleted02,거긴 광물 한 톨 안 남았잖아. /// Ain't no minerals left in that cluster.=3782
VoiceOver/TychusAnnouncer/MutationComplete00,변태 완료. /// Mutation's complete.=3783
VoiceOver/TychusAnnouncer/MutationComplete01,저 녀석 변태가 끝났어. /// That thing's done mutated.=3784
VoiceOver/TychusAnnouncer/NeedCreep00,점막 위에 배치해야 할 거야. /// That has to go on creep.=3785
VoiceOver/TychusAnnouncer/NeedCreep01,그건 점막 위에다 올려야지, 자기야! /// Gotta put that on creep, baby!=3786
VoiceOver/TychusAnnouncer/NeedGeyser00,간헐천 위에 건설해 주겠어? /// Put that on a geyser, would ya?=3787
VoiceOver/TychusAnnouncer/NeedGeyser01,간헐천 위에 건설해야지. /// That goes on a geyser.=3788
VoiceOver/TychusAnnouncer/NeedGeyserProtoss00,간헐천 위에 소환해야지. /// Warp that on a geyser.=3789
VoiceOver/TychusAnnouncer/NeedGeyserProtoss01,그건 간헐천 위에다 소환해야 해. /// That's gotta be warped over a geyser.=3790
VoiceOver/TychusAnnouncer/NeedGeyserZerg00,간헐천 위에서 변태시키라고. /// Morph that on a geyser.=3791
VoiceOver/TychusAnnouncer/NeedGeyserZerg01,그건 간헐천 위에서 변태시켜야지, 친구. /// Gotta morph it over a geyser, amigo.=3792
VoiceOver/TychusAnnouncer/NeedMoreFood00,보급고가 더 필요해. /// Need more supply depots.=3793
VoiceOver/TychusAnnouncer/NeedMoreFood01,보급고를 빼놓으면 안 되지. /// Get your paws on a supply depot.=3794
VoiceOver/TychusAnnouncer/NeedMoreFood02,보급고를 먼저 건설해야겠어. /// Build supply depots for that.=3795
VoiceOver/TychusAnnouncer/NeedMoreFoodProtoss00,수정탑이 하나 더 있어야겠어. /// Need one o' them pylons.=3796
VoiceOver/TychusAnnouncer/NeedMoreFoodProtoss01,어디서 수정탑 하나 빌려오지 그래? /// Scare up a pylon, would ya?=3797
VoiceOver/TychusAnnouncer/NeedMoreFoodProtoss02,작은 수정탑 하나 만들어 줘, 대장. /// Build yourself a little pylon, chief.=3798
VoiceOver/TychusAnnouncer/NeedMoreFoodZerg00,대군주가 좀 있어야겠어. /// Get some overlords.=3799
VoiceOver/TychusAnnouncer/NeedMoreFoodZerg01,대군주가 더 필요하다고, 꼬마야. /// Ya need overlords, kiddo.=3800
VoiceOver/TychusAnnouncer/NeedMoreFoodZerg02,대군주 좀 만들어 줄래? /// Make some overlords, would ya?=3801
VoiceOver/TychusAnnouncer/NeedMoreGas00,베스핀 가스가 더 필요해. /// Get more vespene gas.=3802
VoiceOver/TychusAnnouncer/NeedMoreGas01,가스가 떨어졌어. /// All outta gas.=3803
VoiceOver/TychusAnnouncer/NeedMoreGas02,가스부터 확보해야지, 대장. /// Gas up first, chief.=3804
VoiceOver/TychusAnnouncer/NeedMoreMinerals00,광물이 모자란데. /// You're low on minerals.=3805
VoiceOver/TychusAnnouncer/NeedMoreMinerals01,광물이 부족해. /// Not enough minerals.=3806
VoiceOver/TychusAnnouncer/NeedMoreMinerals02,어디 가서 광물 좀 가져와 봐. /// Grab yourself some minerals.=3807
VoiceOver/TychusAnnouncer/NotEnoughEnergy00,에너지가 없어. /// Energy's gone.=3808
VoiceOver/TychusAnnouncer/NotEnoughEnergy01,에너지가 좀 필요하겠어. /// Need some energy.=3809
VoiceOver/TychusAnnouncer/NukeReady00,핵 폭탄이 준비됐어. 거 운이 참 좋은데. /// Nuke's ready. Lucky you.=3810
VoiceOver/TychusAnnouncer/NukeReady01,아주 괜찮은 핵 폭탄을 준비해 뒀어. /// Real good nuke here for ya.=3811
VoiceOver/TychusAnnouncer/PlaceInPowerField00,그건 동력장이 필요해. /// That goes in a power field.=3812
VoiceOver/TychusAnnouncer/PylonUnderAttack00,수정탑을 지켜줘야겠는데. /// Pylon needs some protection.=3813
VoiceOver/TychusAnnouncer/PylonUnderAttack01,저 멍청이들이 우리 수정탑을 공격하고 있다. /// Those numbskulls are attacking your pylon.=3814
VoiceOver/TychusAnnouncer/PylonUnderAttack02,적이 우리 수정탑을 노리고 있어. 귀찮네, 정말. /// Enemy's targeted your pylons. Just great.=3815
VoiceOver/TychusAnnouncer/QueenDeployed00,여왕이 생성됐어. /// Queen's been spawned.=3816
VoiceOver/TychusAnnouncer/QueenDeployed01,여왕이 싸울 준비가 된 것 같은데. /// Queen's ready to fight, I reckon.=3817
VoiceOver/TychusAnnouncer/QueenDeployed02,END=3818
VoiceOver/TychusAnnouncer/ResearchComplete00,연구 완료. /// Research complete.=3819
VoiceOver/TychusAnnouncer/ResearchComplete01,연구가 마무리됐군. /// Research has wrapped up.=3820
VoiceOver/TychusAnnouncer/SalvageComplete00,회수 완료. /// Salvage complete.=3821
VoiceOver/TychusAnnouncer/SalvageComplete01,하나도 남김 없이 회수했어. /// Salvaged every last bit of it.=3822
VoiceOver/TychusAnnouncer/StartGame00,가서 저 멍청이들 좀 없애 줘. /// Go kill those suckers.=3823
VoiceOver/TychusAnnouncer/StartGame01,혼쭐을 내 줘. 알겠지? /// Kick some ass, will ya?=3824
VoiceOver/TychusAnnouncer/StartGame02,드디어, 올 것이 왔군. /// Hell, it's about time.=3825
VoiceOver/TychusAnnouncer/ThorRepaired00,토르 출동 준비 완료... 아주 좋아. /// Thor's ready for more action... Nice.=3826
VoiceOver/TychusAnnouncer/ThorRepaired01,깨끗하게 정비된 토르가 출동 준비를 마쳤어. /// Thor's all cleaned up and ready to play.=3827
VoiceOver/TychusAnnouncer/Transmission00,신호 수신 중. /// Incoming transmission.=3828
VoiceOver/TychusAnnouncer/TumorUnderAttack00,점막 종양이 공격받고 있군. /// Creep tumor's gettin' all banged up.=3829
VoiceOver/TychusAnnouncer/TumorUnderAttack01,점막 종양이 곧 파괴되겠는데. /// Creep tumor's in a real pickle.=3830
VoiceOver/TychusAnnouncer/TumorUnderAttack02,적이 우리... 어... 점막 종양을 공격하고 있어. /// They're attacking your... uh... your creep tumor.=3831
VoiceOver/TychusAnnouncer/UpgradeComplete00,업그레이드 완료. /// Upgrade complete.=3832
VoiceOver/TychusAnnouncer/UpgradeComplete01,업그레이드가 다 끝났어. /// Upgrade's all set.=3833
VoiceOver/TychusAnnouncer/WarpInComplete00,소환 완료. /// Warp in complete.=3834
VoiceOver/TychusAnnouncer/WarpInComplete01,이제 전부 소환한 것 같은데. /// That's all warped in now.=3835
VoiceOver/TychusAnnouncer/WorkersUnderAttack00,적이 건설로봇을 공격하고 있어. /// They're bashin' the SCVs.=3836
VoiceOver/TychusAnnouncer/WorkersUnderAttack01,건설로봇이 박살나고 있는데. /// SCVs are gettin' busted.=3837
VoiceOver/TychusAnnouncer/WorkersUnderAttack02,적이 우리 건설로봇을 노리고 있네. /// The enemy's after your SCVs.=3838
VoiceOver/TychusAnnouncer/WorkersUnderAttackProtoss00,우리 탐사정이 박살나고 있잖아. /// Your probes are gettin' smashed up.=3839
VoiceOver/TychusAnnouncer/WorkersUnderAttackProtoss01,적이 우리 탐사정을 때려부수고 있어. /// They're throwin' down on your probes.=3840
VoiceOver/TychusAnnouncer/WorkersUnderAttackProtoss02,탐사정이 좀 위험한데. /// Probes are in a tight spot.=3841
VoiceOver/TychusAnnouncer/WorkersUnderAttackZerg00,적이 우리 일벌레를 공격하고 있어. /// They're pickin' on your drones.=3842
VoiceOver/TychusAnnouncer/WorkersUnderAttackZerg01,일벌레가 얻어맞고 있잖아. /// Your drones are getting swiped at.=3843
VoiceOver/TychusAnnouncer/WorkersUnderAttackZerg02,우리 일벌레가 공격받고 있다. /// Enemy's hittin' your little drones.=3844
VoiceOver/UmA/AddOnComplete00,부속건물 완성.=3845
VoiceOver/UmA/AllyBaseUnderAttack00,동맹 기지가 공격받고 있다.=3846
VoiceOver/UmA/AllyUnderAttack00,동맹이 교전을 펼치고 있네.=3847
VoiceOver/UmA/BadLZ00,착륙 불가 지역일세.=3848
VoiceOver/UmA/BaseUnderAttack00,기지가 공격받고 있다.=3849
VoiceOver/UmA/BaseUnderAttackProtoss00,기지가 공격받고 있다.=3850
VoiceOver/UmA/BaseUnderAttackTerran00,기지가 공격받고 있다.=3851
VoiceOver/UmA/BaseUnderAttackZerg00,기지가 공격받고 있다.=3852
VoiceOver/UmA/BuildErrorProtoss00,그곳은 소환 불가 지역이네.=3853
VoiceOver/UmA/BuildErrorTerran00,건설 불가 지역이네.=3854
VoiceOver/UmA/BuildErrorTerran02,거기에는 건설할 수 없습니다.=3855
VoiceOver/UmA/CalldownLaunch00,핵 공격이 감지되었습니다.=3856
VoiceOver/UmA/CommandCenterUpgraded00,사령부 업그레이드 완료.=3857
VoiceOver/UmA/ConstructInterrupt00,건설이 중단됐습니다.=3858
VoiceOver/UmA/EvolutionComplete00,진화 완료.=3859
VoiceOver/UmA/EvolutionComplete01,진화 완료.=3860
VoiceOver/UmA/EvolutionComplete02,진화 완료.=3861
VoiceOver/UmA/ForcesUnderAttack00,아군이 공격받고 있다.=3862
VoiceOver/UmA/ForcesUnderAttackProtoss00,아군이 공격받고 있다.=3863
VoiceOver/UmA/ForcesUnderAttackTerran00,아군이 공격받고 있다.=3864
VoiceOver/UmA/ForcesUnderAttackZerg00,아군이 공격받고 있다.=3865
VoiceOver/UmA/GGLose00,GG요.=3866
VoiceOver/UmA/GGLose01,사랑을 담아서, D.Va!=3867
VoiceOver/UmA/GGWin00,GG요.=3868
VoiceOver/UmA/GamePaused00,게임을 일시 정지합니다.=3869
VoiceOver/UmA/GameResumed00,아! 게임을 계속합니다.=3870
VoiceOver/UmA/GeyserExhausted00,베스핀 간헐천이 고갈됐다.=3871
VoiceOver/UmA/GeyserExhaustedProtoss00,베스핀 간헐천 고갈됨.=3872
VoiceOver/UmA/GeyserExhaustedTerran00,베스핀 간헐천 고갈됨.=3873
VoiceOver/UmA/GeyserExhaustedZerg00,베스핀 간헐천 고갈됨.=3874
VoiceOver/UmA/MaxSupply00,수행할 수 없네. 보급품이 한도에 도달했네.=3875
VoiceOver/UmA/MaxSupplyProtoss00,수행할 수 없네. 보급품이 한도에 도달했네.=3876
VoiceOver/UmA/MaxSupplyTerran00,수행할 수 없네. 보급품이 한도에 도달했네.=3877
VoiceOver/UmA/MaxSupplyZerg00,수행할 수 없네. 보급품이 한도에 도달했네.=3878
VoiceOver/UmA/MetamorphosisComplete00,변형 완료.=3879
VoiceOver/UmA/MetamorphosisComplete01,변형 완료.=3880
VoiceOver/UmA/MineralsDepleted00,광맥이 고갈됐다.=3881
VoiceOver/UmA/MutationComplete00,변이 완료.=3882
VoiceOver/UmA/NeedCreep00,그건 점막 위에 배치해야 돼.=3883
VoiceOver/UmA/NeedGeyser00,어... 베스핀 간헐천에 건설해야 합니다.=3884
VoiceOver/UmA/NeedGeyserProtoss00,어... 베스핀 간헐천에 건설해야 합니다.=3885
VoiceOver/UmA/NeedGeyserTerran00,어... 베스핀 간헐천에 건설해야 합니다.=3886
VoiceOver/UmA/NeedGeyserZerg00,어... 베스핀 간헐천에 건설해야 합니다.=3887
VoiceOver/UmA/NeedMoreFood00,추가 보급고가 필요합니다.=3888
VoiceOver/UmA/NeedMoreFoodTerran00,추가 보급고가 필요합니다.=3889
VoiceOver/UmA/NeedMoreFoodZerg00,대군주를 더 생성해라.=3890
VoiceOver/UmA/NeedMoreGas00,베스핀 가스가 부족합니다.=3891
VoiceOver/UmA/NeedMoreMinerals00,광물이 부족해.=3892
VoiceOver/UmA/NotEnoughEnergy00,에너지가 더 필요해.=3893
VoiceOver/UmA/NukeReady00,핵 미사일이 준비됐다.=3894
VoiceOver/UmA/PlaceInPowerField00,동력장 안에 배치해야 한다.=3895
VoiceOver/UmA/PylonUnderAttack00,수정탑이 공격받고 있다.=3896
VoiceOver/UmA/QueenDeployed00,여왕이 탄생했다!=3897
VoiceOver/UmA/ResearchComplete00,연구 완료.=3898
VoiceOver/UmA/SalvageComplete00,회수 작업 완료.=3899
VoiceOver/UmA/Transmission00,신호 수신 중.=3900
VoiceOver/UmA/TumorUnderAttack00,점막 종양이 공격받고 있다.=3901
VoiceOver/UmA/UpgradeComplete00,업그레이드 완료.=3902
VoiceOver/UmA/UpgradeComplete02,업그레이드 완료.=3903
VoiceOver/UmA/WarpInComplete00,소환 완료.=3904
VoiceOver/UmA/WorkersUnderAttackProtoss00,탐사정이 공격받고 있다!=3905
VoiceOver/UmA/WorkersUnderAttackZerg00,어... 네, 일벌레가 공격받고 있습니다!=3906
VoiceOver/VorazunA/AddOnComplete00,부속건물 완성. /// Addon complete.=3907
VoiceOver/VorazunA/AddOnComplete01,부속건물 부착이 완료되었다. /// Addon assembly completed.=3908
VoiceOver/VorazunA/AddOnComplete02,부속건물 건설이 끝났다. /// Your addon has been constructed.=3909
VoiceOver/VorazunA/AllyBaseUnderAttack00,동맹 기지가 공격받고 있다! /// Your ally's base is under attack!=3910
VoiceOver/VorazunA/AllyBaseUnderAttack01,동맹 기지가 곤경에 처했다. /// Your ally's base is in peril.=3911
VoiceOver/VorazunA/AllyBaseUnderAttack02,적이 동맹 기지에 대한 공격을 시작했다. /// The enemy lays siege to your ally's base.=3912
VoiceOver/VorazunA/AllyUnderAttack00,동맹이 교전을 시작했다. /// Your ally has engaged the enemy.=3913
VoiceOver/VorazunA/AllyUnderAttack01,동맹이 난전에 돌입했다. 하나되어 싸워라! /// Your ally has entered the fray -- stand as one!=3914
VoiceOver/VorazunA/AllyUnderAttack02,동맹에 네 도움이 필요하다. /// Your ally requires your aid.=3915
VoiceOver/VorazunA/BadLZ00,이 위치에는 착륙이 불가능하다. /// Unable to land at this location.=3916
VoiceOver/VorazunA/BadLZ01,착륙 작업이 중단됐군. /// Your landing sequence has been interrupted.=3917
VoiceOver/VorazunA/BadLZ02,그곳에는 구조물이 착륙할 수 없다. /// Your structure cannot land there.=3918
VoiceOver/VorazunA/BaseUnderAttack00,연결체가 공격받고 있다. /// Our base is under siege.=3919
VoiceOver/VorazunA/BaseUnderAttackProtoss00,적이 아군 기지를 더럽히고 있다. 모두 처치해라! /// The enemy defiles your base. Slay them!=3920
VoiceOver/VorazunA/BaseUnderAttackProtoss01,기지가 공격받고 있다. 이런 범죄 행위는 반드시 처벌해야 한다. /// Your base is under siege--do not let this transgression go unpunished.=3921
VoiceOver/VorazunA/BaseUnderAttackProtoss02,적이 너의 연결체 지점을 공격하고 있다. /// The enemy is assaulting your nexus point.=3922
VoiceOver/VorazunA/BaseUnderAttackTerran00,너의 기지에 적 병력이 우글거린다. 어서 방어하라! /// Your base teems with enemy forces. Defend it!=3923
VoiceOver/VorazunA/BaseUnderAttackTerran01,적이 너의 기지를 위협하고 있다. /// The enemy threatens your base.=3924
VoiceOver/VorazunA/BaseUnderAttackTerran02,기지가 공격에 노출됐다. /// Your base is under assault.=3925
VoiceOver/VorazunA/BaseUnderAttackZerg00,적이 군락지를 공격하고 있다. /// The enemy assaults your hive cluster.=3926
VoiceOver/VorazunA/BaseUnderAttackZerg01,기지가 공격받고 있다. /// Your base is under attack.=3927
VoiceOver/VorazunA/BaseUnderAttackZerg02,적이 너의 군락지를 위협하고 있다. /// Your hive cluster is threatened.=3928
VoiceOver/VorazunA/BuildError00,그곳에는 소환할 수 없다.=3929
VoiceOver/VorazunA/BuildErrorProtoss00,그 장소에는 소환할 수 없다. /// You cannot warp at that location.=3930
VoiceOver/VorazunA/BuildErrorProtoss01,차원장을 이용할 수 없군. 거기에는 소환이 불가능하다. /// Warp field inaccessible--that location is invalid.=3931
VoiceOver/VorazunA/BuildErrorTerran00,거기엔 건설할 수 없다. /// You cannot build there.=3932
VoiceOver/VorazunA/BuildErrorTerran01,건설이 허용되지 않는 지역이다. /// Building location is unacceptable.=3933
VoiceOver/VorazunA/BuildErrorZerg00,수행할 수 없는 명령이다. /// Unacceptable command.=3934
VoiceOver/VorazunA/BuildErrorZerg01,그 명령은 받아들일 수 없다. /// That command is unacceptable.=3935
VoiceOver/VorazunA/BuildErrorZerg02,변형 위치에 장애물이 있다. /// Morph location blocked.=3936
VoiceOver/VorazunA/CalldownLaunch00,핵 공격이 감지됐다. /// A nuclear launch has been detected.=3937
VoiceOver/VorazunA/CalldownLaunch01,핵 미사일이 발사되었다. 경계를 늦추지 마라. /// A nuclear missile has been launched--remain vigilant.=3938
VoiceOver/VorazunA/CommandCenterUpgraded00,사령부 업그레이드가 끝났다. /// Command Center upgrade completed.=3939
VoiceOver/VorazunA/CommandCenterUpgraded01,사령부가 업그레이드되었구나. /// Your Command Center has been upgraded.=3940
VoiceOver/VorazunA/CommandCenterUpgraded02,사령부 업그레이드를 완료했다. /// Command Center successfully upgraded.=3941
VoiceOver/VorazunA/ConstructInterrupt00,건설로봇이 건설을 중단했다. 정말이지... 불편하기 짝이 없군. /// Your SCV's construction has been interrupted. How... inconvenient.=3942
VoiceOver/VorazunA/ConstructInterrupt01,건설이 중단됐다. /// Building construction interrupted.=3943
VoiceOver/VorazunA/Countdown00,5... 4... 3... 2... 1=3944
VoiceOver/VorazunA/EvolutionComplete00,진화 완료.=3945
VoiceOver/VorazunA/EvolutionComplete01,너의 무리가 진화했다. /// Your brood has evolved.=3946
VoiceOver/VorazunA/EvolutionComplete02,진화에 성공했다. /// Evolution process successful.=3947
VoiceOver/VorazunA/ForcesUnderAttack00,우리 전사들이 적과 교전 중이다.=3948
VoiceOver/VorazunA/ForcesUnderAttackProtoss00,너의 전사들이 적과 교전을 시작했다. 검을 하얗게 불태워라! /// Your warriors have engaged the enemy--let your blades burn bright!=3949
VoiceOver/VorazunA/ForcesUnderAttackProtoss01,적이 너의 병력과 교전을 시작했다. 댈람의 진정한 분노를 보여줘라! /// The enemy has engaged your forces. Unleash the fury of the Daelaam!=3950
VoiceOver/VorazunA/ForcesUnderAttackProtoss02,너의 전사들이 공격받고 있다. /// Your warriors are under attack.=3951
VoiceOver/VorazunA/ForcesUnderAttackTerran00,적이 너의 병력과 교전을 시작했다. 그게 얼마나 어리석은 짓인지 확실히 알려줘라. /// The enemy has engaged your forces. Show them the folly of their ways.=3952
VoiceOver/VorazunA/ForcesUnderAttackTerran01,너의 병력이 교전을 시작했다. 흔들리지 마라. /// Your forces have engaged the enemy--do not falter.=3953
VoiceOver/VorazunA/ForcesUnderAttackTerran02,너의 부대가 공격받고 있다. /// Your army is under attack.=3954
VoiceOver/VorazunA/ForcesUnderAttackZerg00,너의 무리가 적을 덮친다! /// Your brood descends upon the enemy!=3955
VoiceOver/VorazunA/ForcesUnderAttackZerg01,너의 병력이 공격받고 있다. /// Your forces are under attack.=3956
VoiceOver/VorazunA/ForcesUnderAttackZerg02,적이 너의 무리와의 교전에 돌입했다. /// The enemy has engaged your brood in combat.=3957
VoiceOver/VorazunA/GGLose00,희망은 사라지지 않는다. /// Hope is not lost.=3958
VoiceOver/VorazunA/GGLose01,우리는 영원한 밤과 하나가 되리라. /// We become one with the eternal night.=3959
VoiceOver/VorazunA/GGLose02,코르샬라 아둔. /// Korshala Adun.=3960
VoiceOver/VorazunA/GGWin00,엔 아루딘 샤쿠라스! /// En aru'din Shakuras!=3961
VoiceOver/VorazunA/GGWin01,댈람에 영광을! /// Glory to the Daelaam!=3962
VoiceOver/VorazunA/GGWin02,네라짐의 힘을 똑똑히 보아라! /// Witness the might of the Nerazim!=3963
VoiceOver/VorazunA/GGWin03,전설로 남을 전투다. /// A battle for the legends.=3964
VoiceOver/VorazunA/GGWin04,아, 그래. 테란이 그리 말하지. "쥐쥐." /// How do the terrans say it? 'Gee gee?'=3965
VoiceOver/VorazunA/GamePaused00,잠깐의 휴식인가. /// A brief respite.=3966
VoiceOver/VorazunA/GamePaused01,잠시... 기다려라. /// And now... we wait.=3967
VoiceOver/VorazunA/GamePaused02,인내하라. 그 속에 명예가 있으니. /// In patience, there is honor.=3968
VoiceOver/VorazunA/GameResumed00,경계를 늦추지 마라. 전투가 계속된다. /// Remain vigilant. The battle continues.=3969
VoiceOver/VorazunA/GameResumed01,이제 정신을 차려라, 사령관. /// Ready yourself, commander.=3970
VoiceOver/VorazunA/GameResumed02,전투를 속행하자. /// The battle resumes.=3971
VoiceOver/VorazunA/GeyserExhausted00,베스핀 간헐천을 다 써 버렸다.=3972
VoiceOver/VorazunA/GeyserExhausted01,베스핀 간헐천이 고갈됐다.=3973
VoiceOver/VorazunA/GeyserExhaustedProtoss00,융화소의 자원이 소진됐다. 탐사정을 다른 곳으로 배치하라. /// An assimilator has run dry. Reassign your probes.=3974
VoiceOver/VorazunA/GeyserExhaustedProtoss01,베스핀 간헐천이 말라 버렸구나. /// You've exhausted a vespene geyser.=3975
VoiceOver/VorazunA/GeyserExhaustedProtoss02,베스핀 간헐천이 소진됐다. /// A vespene geyser has been depleted.=3976
VoiceOver/VorazunA/GeyserExhaustedTerran00,정제소가 작동을 멈췄다. 베스핀 가스가 고갈된 모양이다. /// Refinery offline--vespene gas reserves depleted.=3977
VoiceOver/VorazunA/GeyserExhaustedTerran01,간헐천에 매장된 베스핀이 소진되었다. /// A geyser's vespene reserves have been exhausted.=3978
VoiceOver/VorazunA/GeyserExhaustedTerran02,건설로봇이 베스핀 간헐천의 자원을 모두 캐냈구나. /// Your SCVs have depleted a vespene geyser.=3979
VoiceOver/VorazunA/GeyserExhaustedZerg00,추출장이 말라 버렸다. /// Your extractor has run dry.=3980
VoiceOver/VorazunA/GeyserExhaustedZerg01,저 간헐천의 베스핀 가스를 모두 채취했다. /// You've harvested all the vespene that geyser has to offer.=3981
VoiceOver/VorazunA/GoodLuckHaveFun00,라자갈이시여, 승리의 길을 비춰 주소서. /// May Raszagal light the path to victory.=3982
VoiceOver/VorazunA/GoodLuckHaveFun01,아둔 토리다스. /// Adun toridas.=3983
VoiceOver/VorazunA/LandingInterrupt00,네 구조물이 거기에 착륙할 수는 없다. /// Your structure cannot land at that location.=3984
VoiceOver/VorazunA/LandingInterrupt01,그렇게는 할 수 없다. 착륙 경로가 차단되어 있어. /// Unacceptable. Your landing path is blocked.=3985
VoiceOver/VorazunA/LandingInterrupt02,구조물의 착륙 지점에 무언가 존재한다. /// Your structure's landing zone is occupied.=3986
VoiceOver/VorazunA/MaxSupply00,불가능하다. 보급품이 한도에 도달했다.=3987
VoiceOver/VorazunA/MaxSupply01,불가능하다. 보급품이 한계에 달했다.=3988
VoiceOver/VorazunA/MaxSupplyProtoss00,병력을 충원할 수가 없다. /// You cannot sustain additional forces.=3989
VoiceOver/VorazunA/MaxSupplyProtoss01,지원 병력을 조달할 수 없다. 보급품이 한도에 도달했으니까. /// Reinforcements unavailable. You've reached maximum supply.=3990
VoiceOver/VorazunA/MaxSupplyTerran00,보급품이 한도에 도달했다. /// You've reached maximum supply.=3991
